smiles,mu,gap,cv,TPSA
CC(=O)N(CC=O)C=O,4.3782,0.2115,32.511,54.45
C1OC2C1C1C3OC1C23,2.1509,0.3015,25.189,18.46
CC1OC2(C)C3CC1C23,1.3228,0.3123,32.574,9.23
CC(C)C(C)(C#C)C#N,3.8344,0.296,39.249,23.79
N#CCC1CC2OCC12,3.8932,0.2864,29.841,33.019999999999996
O=C1C2CC2N2CCC12,2.5813,0.1961,28.222,20.310000000000002
CC12CC3CC(C1)C23O,1.1433,0.3034,33.346,20.23
Cc1c(n[nH]n1)NC,1.4926,0.2162,29.007,53.6
CC1N2CC(C)C12C#N,4.8329,0.2502,33.573,26.799999999999997
Cc1nc2c(o1)CNC2,1.6367,0.2211,28.768,38.06
CC(CO)N(C)CC#N,4.1988,0.264,37.431,47.26
O=CCCC1(CO1)C#N,4.642,0.2289,31.714,53.39
CC#CC(O)CCO,0.7266,0.2888,34.917,40.46
N=C1NC(=O)C2CCN12,1.1151,0.2298,27.62,56.190000000000005
CC1C2C3CCC1C23O,1.2776,0.3076,32.941,20.23
O=CN1CC(=O)C1C#C,2.0552,0.2063,30.146,37.38
CC1NC(=O)C2(C)NC12,4.0277,0.2572,33.206,51.040000000000006
CC(O)CN1C=CC=C1,3.2676,0.2433,34.176,25.16
OCC1CCN1C=O,5.0297,0.2665,29.383,40.54
CC1=CC2OC2C11CN1,2.4076,0.2286,30.585,34.47
OC1C2NC1C(=O)C2=O,3.1778,0.1417,27.256,66.4
CC(C)(C)CC1CC1,0.0972,0.3454,37.55,0.0
CN=c1cnoc(n1)O,1.5899,0.1909,28.641,71.51
COC1CC(C=C1)=NO,1.7304,0.1929,32.821,41.82
C1OC23CC4C5C2C5C134,1.7339,0.2804,25.479,9.23
CC1CC11CC2CC12C,0.2662,0.3229,36.27,0.0
c1c(ocn1)C2CC2,2.2922,0.23,24.556,26.03
CN1CC2OCC12C#N,2.382,0.2334,30.394,36.26
OCC1OC2CC1C2O,2.3852,0.3008,31.782,49.69
O=CC1C2C(CN12)C#N,3.8867,0.2079,28.406,43.87
OC1C2OCC22COC12,1.5216,0.2874,28.8,38.69
CC12CC3N1C2C3(C)O,1.4082,0.3099,33.992,23.240000000000002
ON=C1CC2OC2C1=O,2.9054,0.1671,27.958,62.190000000000005
CN1CC2CC1C2=O,3.3056,0.2036,26.962,20.310000000000002
O=CC12CC1COCC2,3.0445,0.2305,30.661,26.3
CC(O)CC(C)(O)CO,3.9206,0.2945,41.741,60.69
CC(C)C1OC2C(C)C12,1.4863,0.3105,37.044,9.23
N=COC(=O)C#CC#C,1.3626,0.1882,30.265,50.15
CC1=NC2CCC2CO1,1.6455,0.2664,31.208,21.59
CCC1C2C(O)C(=O)N12,2.5924,0.2224,32.791,40.309999999999995
CCC12OC3(C)C1CC23,1.4684,0.3188,34.202,9.23
OC(CC#CC=O)C#C,4.1762,0.2048,34.237,37.3
CC1(C)OC2C(C=O)C12,3.5647,0.2108,33.736,26.3
CC(NC(N)=[NH2+])C([O-])=O,7.2725,0.2598,35.834,103.77000000000001
CC12CC34CCC(C13)C24,0.04,0.364,30.456,0.0
c1ccc(=O)ncc1,4.8766,0.1667,23.376,29.96
OC12CC1OC=NC2,2.0694,0.2641,26.212,41.82
O=CC1OCC11CN1,1.0784,0.2073,26.661,48.24
c1cnc(nc1)C(=O)N,4.8421,0.186,27.405,68.87
CC(C[NH3+])CC([O-])=O,6.757,0.2736,32.411,67.77000000000001
CC1OC2OC1C(C)=C2,2.1574,0.2409,31.154,18.46
CCC1NC(=O)NC1=O,2.5667,0.2536,31.632,58.2
OC(C#N)C12CC1CO2,2.9489,0.2625,30.702,53.25
OC1C2CN=CN2C1=N,1.1891,0.2326,28.304,59.68000000000001
CC1=C(CO)C2OC2C1,1.5905,0.2338,33.217,32.76
O=C1CC=CC2CC1O2,2.4034,0.2155,28.126,26.3
C#CC1(CC2NC12)C#C,1.9817,0.2688,32.546,21.94
CC(C)(CNC=O)C=O,4.2656,0.2232,37.294,46.17
CC1COC(C)C1(C)C,1.4857,0.3088,39.888,9.23
CCCCC1NCC1=O,2.501,0.2183,36.258,29.1
CC(C)(C)C#CC1CN1,1.8408,0.2693,38.827,21.94
C(#N)c1c([nH]c(n1)O)N,6.228,0.2054,29.5,98.72
CC12CC(CO1)C(=N)O2,2.5932,0.2854,29.587,42.31
CC1C2CC(C)(O)C12,1.417,0.3208,32.8,20.23
CC1CC2CC2OC1=O,4.1836,0.2702,31.318,26.3
CC(=NC)NC=O,1.7589,0.2349,27.579,41.46
OC1C=CN2N=CN=C12,2.8634,0.1945,25.571,50.94
CC(C)C1CC(=O)O1,4.1042,0.2853,30.557,26.3
COCC1CC2(C1)CC2,0.9538,0.341,36.03,9.23
CCCC1(CCC1)C#C,0.6028,0.3043,38.386,0.0
OCC1(CN2CC12)C=O,2.0389,0.2067,31.512,40.31
CCOC1CN2CC12,1.696,0.3073,29.699,12.24
N#CC1CCCOC=N1,5.4587,0.2623,29.714,45.379999999999995
CC(=O)CC(=O)C1CN1,2.4925,0.2052,33.249,56.08
COCc1c(cn[nH]1)N,3.5067,0.221,33.017,63.92999999999999
O=C1NC2=CCC3C1C23,3.0817,0.1938,26.329,29.1
CNC(=O)C1CC1C#C,3.3299,0.2512,34.922,29.1
OCC12NC1C(O)C=C2,4.0269,0.2347,32.057,62.400000000000006
CC1CC(O1)(C=O)C=O,3.4185,0.1988,32.672,43.370000000000005
C1CC=CC2OC2CO1,0.5767,0.2347,30.202,21.759999999999998
COC1CN2N=CN=C12,3.0002,0.2697,27.396,39.94
OC12CC1C1=CCOC21,1.3996,0.2259,29.358,29.46
CC(=O)NCCOC=N,4.6037,0.2361,34.853,62.18
Cn1ncc(n1)CC#N,4.2403,0.2501,28.604,54.5
CC1(O)CCC1OC=O,4.2043,0.28,34.877,46.53
CCC1CC11CCC1=O,2.9711,0.2182,34.895,17.07
O=CCC1CCCOC1,3.2572,0.2263,33.04,26.3
CCC1CCC2(CC2)O1,1.3925,0.3084,35.594,9.23
Cc1c(ncc(=O)[nH]1)N,4.685,0.1428,31.063,71.77
CN1C2C3C4C=CC13C24,1.0995,0.2102,28.211,3.24
Cc1cc(n2c1CC2)N,1.4071,0.2217,32.758,30.95
N=C1OCC=C2CCC12,2.9771,0.2473,29.447,33.08
CC1CC2(C)NC2C1=O,3.5743,0.2104,33.669,39.010000000000005
CC1C2C3C2C(=O)N13,4.1415,0.2449,25.2,20.310000000000002
CCC1OC1(C)C#C,1.7745,0.2862,33.624,12.53
N#CCNC1CC1C#N,6.4291,0.2662,31.444,59.61
CC(=O)CC1OC1C=O,2.7858,0.2161,33.211,46.67
CC1=CCC2(CO2)C1,1.8345,0.2628,29.092,12.53
CC(C)(CC#C)NC=O,3.3706,0.2764,38.727,29.1
O=C1CCCC2OC12,3.1272,0.2176,25.757,29.6
OCCOC(CO)C=O,1.6157,0.2146,36.119,66.75999999999999
CC1=C(C=NO1)C1CN1,2.7512,0.2393,29.724,47.97
CCc1c[nH]c(c1C)N,1.1019,0.2442,37.277,41.81
OC1CC1C(=O)CC#N,5.7627,0.2162,31.864,61.089999999999996
CC(CCO)C#CC=O,4.9287,0.205,36.864,37.3
CN1C2C3(O)CC2(O)C13,1.4939,0.2782,32.803,43.7
Cn1cccc1,2.0318,0.2469,20.193,4.93
CC1(O)CCC1N1CC1,0.4676,0.308,36.365,23.240000000000002
CCC1(CO)CC(=O)O1,3.7641,0.2841,34.501,46.53
C1CC1C12CC3C1OC23,1.8342,0.3033,29.508,9.23
CN1CC2CC12C(C)=O,2.7903,0.2044,34.415,20.310000000000002
NC(CCC1CO1)C#N,3.7552,0.2974,34.513,62.339999999999996
OC1(COC1=O)C#N,2.92,0.2499,25.118,70.32
O=CC(C#N)C1COC1,1.8798,0.205,30.327,50.09
c1c(nc(c(=O)o1)N)N,3.1473,0.1467,30.606,95.14
CC1OC(C#N)C1=O,3.9148,0.2214,26.617,50.089999999999996
O=C1CC2NC2CCO1,4.4104,0.2676,29.649,48.24000000000001
Cc1ccc(nc1)CO,0.7144,0.2207,31.912,33.120000000000005
OCC(CC1CN1)C#N,3.9471,0.2747,34.303,65.96000000000001
OCCC1NC1C1CN1,2.8692,0.3009,34.732,64.11
C1C=CCOC(=O)C1=O,4.8214,0.2015,28.551,43.370000000000005
O=C1CC2C3C2C2C3N12,4.3541,0.2226,26.054,20.08
COC(=NCC#N)N,2.9325,0.2765,30.218,71.39999999999999
CC1(CO)CC(=O)CO1,1.191,0.2211,34.05,46.53
CCC12CNC1C2C#N,5.6848,0.2658,32.867,35.82
CC1(O)C2CCN2C1=O,2.9419,0.2198,32.329,40.54
OCC1CCC(=O)C1O,3.1782,0.2175,32.879,57.53
CCCC1C(C)CC1O,1.3993,0.3155,39.812,20.23
CC1N2C3CC2C13C=O,1.5609,0.1871,30.37,20.310000000000002
CC1CC2(O1)C1CC2C1,1.467,0.3306,31.762,9.23
CC12CC(O)(CO1)C=C2,1.3046,0.2463,32.529,29.46
CC(=O)c1cocc1N,1.6983,0.16,31.536,56.230000000000004
CCCOC=NCC=O,4.358,0.2203,36.261,38.66
Cc1cn(nc1C#C)C,2.8657,0.2183,33.063,17.82
CC1C2C3C1C(C)C23C,0.273,0.3344,35.862,0.0
CC(O)C1=CN=CN1,2.4292,0.2468,28.139,48.910000000000004
CC1=C(C=CCOC1)C,1.0524,0.1925,34.787,9.23
C1CC(C1)C(=O)C=O,1.3239,0.154,27.921,34.14
Cn1c(=O)nc(nn1)F,3.0128,0.1731,25.812,60.67
CC1(CC2CCC12)C#N,4.1591,0.3213,32.718,23.79
Cc1cc([nH]c1C)C,1.7494,0.233,32.913,15.79
CCc1cc(on1)C,2.9794,0.247,29.182,26.03
CCCN1CC1CC#N,4.0433,0.2709,35.845,26.799999999999997
CC12CC3CC1(CO2)O3,0.8907,0.3044,30.155,18.46
CC1COC(=O)OC1,5.9449,0.3191,27.085,35.53
OCCC1(O)CC1O,1.5959,0.3176,33.997,60.69
CCC(C)C1OC1CO,2.0865,0.3362,39.031,32.76
OC12CC1OCC1OC21,2.9119,0.3118,29.637,41.99
CN1C=NCCOC1=O,2.421,0.2404,29.831,41.9
O=C1CC2CCCN2C1,2.8517,0.2035,30.216,20.310000000000002
N=C1CCC2NC2CO1,3.2871,0.2739,30.371,55.02000000000001
CCOC1C2OC(C)C12,1.2683,0.3043,34.658,18.46
C#Cc1[nH]c(c(n1)N)N,2.843,0.1809,32.72,80.72
OC1C2C3OC1C=CC23,1.5113,0.2305,27.466,29.46
CC1NC2(CC2)C1=O,2.4812,0.2087,29.466,29.1
CCCC1CC1(C)C=O,2.7646,0.2271,38.773,17.07
CC1(O)C2C3CC3(O)C12,0.7364,0.311,34.435,40.46
NC(=O)C1CCC1=NO,2.9255,0.2301,33.22,75.68
O=CC1NC2CC12C#N,4.8494,0.2051,29.298,52.89
CC12CC1(C)COC2,1.6522,0.3292,31.201,9.23
CCC1CC(O)C(=N)O1,1.9496,0.277,34.025,53.31
CC(CC#N)C(=O)C=O,3.0268,0.1557,33.051,57.93
c1coc(c1O)CO,2.9613,0.2248,27.554,53.60000000000001
C1C2CCCN=COC12,2.2139,0.2604,30.798,21.59
c1c(nnc(n1)F)C=O,3.7371,0.1577,24.152,55.74
C1C(CN1)(C=O)OC=O,5.9285,0.1963,30.624,55.4
OCCC12CCCC1O2,1.3273,0.333,33.934,32.76
CC1=CC(=O)CC2CC12,4.1351,0.1873,31.517,17.07
CC(=NO)C1CCCC1,0.5981,0.2568,36.002,32.59
C#CC1C2NC2C11CO1,1.7889,0.2808,30.288,34.47
CC12CC3(CC1C23)C#C,0.9106,0.2822,32.786,0.0
C1C2N1CC1=C2N=NN1,3.865,0.2234,24.749,44.58
CN=C1CC(O1)C(C)C,2.3197,0.2783,37.101,21.59
CC1CC(C#N)C(C)=C1,4.0913,0.2583,34.39,23.79
CNC(=NCC=O)C#N,5.1645,0.1926,34.045,65.25
CCCN(C)C(=O)C#C,3.5223,0.2184,37.637,20.310000000000002
CC(C)C12CC1C1OC21,1.9847,0.2913,34.41,12.53
CC1OC2(CO)CC1C2,2.3981,0.3281,33.551,29.46
CCC1OCOC1(C)C,1.1683,0.3252,37.63,18.46
CC12CC3C1C3(N2)C#N,5.0181,0.2568,29.885,35.82
CC(C)C(O)C1CO1,1.6223,0.3386,33.62,32.76
Cc1nccn1C,3.7673,0.2471,24.819,17.82
O=CC1C2COCCN12,3.4568,0.2038,29.554,29.310000000000002
C1CC23OCC12CC=C3,1.9228,0.2514,28.907,9.23
c1cc(=O)occ1F,3.1891,0.1683,22.615,30.21
O=C1C2C3NC(=O)C1C23,5.2467,0.2237,25.884,46.17
C#CC12CCCC1O2,1.8835,0.278,27.648,12.53
CC(C)C1CCC1=O,2.5805,0.2191,32.783,17.07
CC(=O)C(C)(C)N1CC1,2.4816,0.2219,38.784,20.08
CCOC(=N)COC=O,3.9497,0.27,34.009,59.38
CC1=CC=CCC=C1,0.2419,0.1859,28.812,0.0
CC12C3CCC11OC2C31,2.0938,0.306,29.353,9.23
O=CC1C=C2CN3C1C23,2.1093,0.1741,27.338,20.08
CC(=O)C1C(O)C2CN12,2.1669,0.2092,31.985,40.309999999999995
OCCOC(CO)C#N,2.729,0.2873,35.233,73.47999999999999
CCC1CC2(CO2)C1=O,3.2304,0.2019,33.206,29.6
CC1CCC2(O)C(O)C12,1.9923,0.2975,35.786,40.46
CNC1(CC1)C(=O)C#N,3.4258,0.1586,33.616,52.89
CCCNC(=O)NC=O,6.5098,0.2439,35.934,58.2
CC1C=CC2CC2C1C,0.3071,0.2479,35.075,0.0
CC12CN=C3NC1C23O,3.396,0.1614,31.421,44.620000000000005
CCC#CC1OCC1C,1.9006,0.2716,36.12,9.23
OCC12CC(C1)(O2)C#C,2.0133,0.2578,32.683,29.46
C(C=O)N=COC=O,2.6514,0.2208,27.311,55.73
COC=NC1CC1C#C,2.5412,0.2401,34.9,21.59
CC1(C)NC1COC=O,5.0874,0.2721,35.848,48.24
Cc1cc(nc(c1)O)C,1.401,0.2125,32.482,33.120000000000005
C1CC2OCC1C1NC21,1.63,0.3073,28.321,31.17
C1CC(C1)C1CN=CO1,1.8213,0.2707,30.18,21.59
N=C1OC2CC1OC2=N,2.5683,0.2703,25.918,66.16
CN1C2CC1C21CN1,1.4835,0.2925,28.219,25.18
CC1(CC1)c2c[nH]nc2,2.1596,0.2566,31.643,28.68
CCC12CC(C1)OC2=O,4.1302,0.2731,30.876,26.3
NC1=C(OC(=N)N1)C=O,6.4498,0.1679,30.136,95.87
CC12NC1C1(O)CC21O,2.1423,0.2633,34.439,62.400000000000006
CC1CCC2CC(C1)O2,1.4896,0.3164,33.186,9.23
CCC1(C)OC(C)C1C,1.568,0.3138,40.815,9.23
O=C1C2COC(O2)C1=O,3.4302,0.1382,25.03,52.6
CC12COC3COC1C23,1.7833,0.3234,29.225,18.46
CC(=O)CCC(=O)C=O,2.4749,0.1577,34.196,51.21
CN=C1OC=NC(O)=N1,4.2889,0.183,28.334,71.51
c1c(nc(o1)CCO)O,1.4954,0.2207,31.201,66.49000000000001
CCOC(C)C1CC1,1.0755,0.3334,35.009,9.23
c1c(oc(n1)N)C(=O)N,5.2964,0.1972,30.172,95.14
C1C2OC1C1=NON=C21,4.3637,0.2372,22.916,48.150000000000006
C#CC1COC(O1)C#C,1.3311,0.2861,30.987,18.46
CC1(C)C2NC2C1O,2.6039,0.3136,31.653,42.17
CC1([NH2+]C2CC12)C([O-])=O,4.9762,0.2647,31.302,56.74
COC1CC2OC1C2=O,3.5147,0.2343,29.616,35.53
Cc1c(=O)[nH]ccn1,3.2488,0.1738,25.46,45.75
CC1CC2C(C1)C2(C)C,0.1027,0.3331,38.081,0.0
C1OC2C3COC2C1C3,0.9922,0.3208,26.454,18.46
CN=COC1C2CC1C2,2.7216,0.2721,31.938,21.59
O=CC1OC2CC2O1,3.5387,0.2131,24.952,35.53
OC12C3CN3C3C1NC23,1.4989,0.2984,27.088,35.27
CCC(=O)C1NC1C#C,2.5384,0.2207,34.871,39.010000000000005
CC1NC1(C)C(=O)CO,2.4681,0.2132,37.306,59.24000000000001
NC(C#CC#N)C(N)=O,2.9761,0.2044,33.101,92.9
CCC(=O)C1OC1C#N,5.6361,0.2175,32.127,53.39
C1C(OCO1)(C=O)C=O,2.2885,0.2072,29.288,52.6
CC1(O)C2C3CCN2C13,2.3649,0.3331,31.119,23.47
C1CC2(CC2)CC1=O,2.785,0.2212,28.483,17.07
C1CC(C1)(C(=O)CO)O,3.9686,0.2343,35.031,57.53
c1c(nc(o1)N)O,2.3094,0.2288,22.685,72.28
CC12NC1COCC=C2,2.4923,0.2502,32.166,31.17
CC1C(O)C11NCC1=O,2.7936,0.2056,33.616,49.33
c1c(cn(c1O)C=O)N,4.4706,0.1689,31.502,68.25
ON=C1CC2CCOC12,1.8423,0.2421,30.215,41.82000000000001
CCOCCC1CC1O,2.0292,0.3267,38.483,29.46
CC12CNC1CN=CO2,3.2563,0.2622,30.678,33.620000000000005
NC1=NC(OC=N)=NO1,3.973,0.2367,28.107,98.02000000000001
CC12CCC1(CO)CC2,1.4014,0.3271,36.695,20.23
C1CC1C(=O)C#CC#N,4.468,0.1842,29.873,40.86
FC(F)(F)C1=NCCN1,3.4817,0.235,27.939,24.39
Cc1ccoc(=O)n1,5.7504,0.1896,24.865,43.1
CCOCCC1OC1C,1.0608,0.3443,38.239,21.759999999999998
CC1=C(NC=N1)C1CN1,1.6553,0.2424,30.831,50.620000000000005
CCNc1cncnn1,4.396,0.1672,30.23,50.7
O=C1NCC1CN1CC1,3.7914,0.2763,31.962,32.11
NC(=O)CC1COC=N1,3.6547,0.2381,30.464,64.68
CCCN1CCC(=O)C1,2.4676,0.193,35.238,20.310000000000002
CC1OC2(CCC12)C#C,1.8264,0.267,33.415,9.23
CC1C2C3OC1C1C3N21,0.4593,0.3167,26.399,12.24
CC1OCC11NC1(C)C,2.0079,0.3011,37.127,31.17
CC12CC3CC(C1)C23,0.1776,0.3443,28.261,0.0
C1CN1C(C#N)C#N,5.0958,0.2608,26.484,50.589999999999996
Cn1cc(c(=O)cn1)O,4.7089,0.1749,28.662,55.120000000000005
CC(C)C#CCOC=O,4.3664,0.2673,36.211,26.3
CC1CC11COC1C,1.8124,0.3175,31.953,9.23
COC1(C)CN=CO1,2.4413,0.2791,29.167,30.82
OC1C=CCOC1C=O,4.0657,0.2229,31.058,46.53
CC1=CCOCOCC1,2.2659,0.2494,33.451,18.46
CC1=CC2OC2C1,2.0403,0.2422,23.735,12.53
CC1(C)NC(=O)C1C#C,3.9907,0.2684,35.757,29.1
O=C1CN2CC12C#N,4.7836,0.2243,24.1,43.87
N#CCC1(CC1)C1CO1,3.4671,0.3101,32.128,36.32
OC1CC1NC(=N)C=O,4.6363,0.1597,33.649,73.18
COc1c(cno1)C#C,2.147,0.2159,29.773,35.260000000000005
CC1=CC2CC1C=CC2,0.1879,0.2332,31.292,0.0
OC1=COC(=N)N=C1O,4.4172,0.1685,28.36,90.34000000000002
CC12CC(CC(=O)C1)O2,2.5149,0.2232,31.367,26.3
N#CC12C3CNC1CN23,5.2746,0.2374,26.884,38.83
CCC1(CO)OC1C#C,1.4374,0.2722,36.691,32.76
C1C2C3CCOC1C23,1.3259,0.3231,25.12,9.23
NC1=CC(=O)NC1=N,3.192,0.1727,26.969,78.97
CCc1cc(n[nH]1)C#C,3.3415,0.2251,32.286,28.68
c1c(c(c([nH]1)CO)O)O,2.8769,0.2253,34.216,76.48
OC1COC2=C1OC=N2,1.1015,0.2076,25.956,55.49
C1C2NC3=NCCN1C23,2.2415,0.2044,27.317,27.630000000000003
C#CC12CC3NC3C1N2,3.4414,0.2714,29.647,43.88
COC1CC2(CC12)C#C,1.0662,0.2713,34.033,9.23
COC1CNC(=O)C1C,4.6071,0.2751,34.349,38.33
N=C1OC2C=CCC12,2.7493,0.2516,24.09,33.08
CC1(CC1)CC2CCC2,0.1662,0.3412,37.494,0.0
CC1COC1=O,3.9998,0.2825,20.03,26.3
C1OC1C1CCC1,1.7979,0.3485,25.143,12.53
CC1OC1(C)CC#C,2.0368,0.3039,33.68,12.53
C(C(=O)N)n1nnnn1,7.8603,0.2399,27.472,99.58000000000001
N=C1CCNC(=O)CO1,2.7773,0.2512,30.264,62.18000000000001
COC12CCC1OCC2,2.2261,0.3181,32.747,18.46
c1cc([nH]c1)CNC=O,2.8003,0.2144,30.136,44.89
NC1=NC2C(O1)C2C=O,4.4234,0.2116,28.875,64.68
CN1CC(O)C(=O)C1=N,2.5507,0.1637,32.096,64.39
C#CCn1ncc(n1)N,1.4065,0.2166,30.515,56.730000000000004
OCC1CCC11COC1,1.3703,0.3123,33.781,29.46
Cc1c2c(nc[nH]2)n[nH]1,5.8021,0.2081,27.517,57.36
CC1CC2N1C2(C)CO,2.4501,0.3187,36.387,23.240000000000002
CC1OC1C(N)C#N,4.5009,0.2859,30.489,62.339999999999996
CCOC(C)C(C)(C)O,1.4298,0.317,43.802,29.46
CC1(C)CC2C3OC1C23,1.6351,0.3077,32.357,9.23
CC1CC(CC([O-])=O)[NH2+]1,5.959,0.2736,33.335,56.739999999999995
C(CC(=O)CCO)CO,2.4088,0.2354,38.567,57.53
OC1C=CC2CC12O,1.5697,0.2364,28.63,40.46
CC1=C(C[NH2+]C1)C([O-])=O,14.4858,0.1517,31.975,56.74
Cn1cc(nn1)COC,3.5331,0.2492,31.772,39.94
CC1CC1OC1COC1,2.1013,0.3186,33.989,18.46
CC1=C(F)N=NOC1=N,1.6725,0.1612,28.268,62.77
C1C2C1C1OC2C11CO1,0.123,0.3317,27.25,21.759999999999998
CC(O)C1CC(O)C1O,0.9971,0.3011,37.668,60.69
CCOC12CCC1C2C,0.8875,0.3235,36.771,9.23
N=C1NC2CC2CC1=O,4.2695,0.1638,29.443,52.95
CC1NC1(C)C1CO1,2.4695,0.3218,31.959,34.47
CC(=NC)OC1CCC1,0.8249,0.2742,36.487,21.59
OC1C2OC1C21COC1,0.3362,0.3099,28.912,38.69
COC(CC#C)C#CC,2.0118,0.2865,38.013,9.23
CC1(O)C2CC11COC21,2.4684,0.2801,31.412,29.46
CC12NC(C3CC13)C2=O,1.7066,0.24,29.899,29.1
CCc1cnc(o1)O,0.767,0.2417,27.118,46.260000000000005
OC1CC2(CC2)CC=C1,1.7113,0.2584,33.555,20.23
N#CC12CCC(C1)OC2,3.4407,0.289,28.728,33.019999999999996
CC(C)Oc1cnco1,2.9197,0.2341,31.913,35.260000000000005
CCCCCOCC#N,4.6914,0.2927,37.703,33.019999999999996
COCCC(=O)NC=O,4.5731,0.2214,34.344,55.4
CC12CC(CO)C1CO2,1.6301,0.3111,34.644,29.46
CC1OCC1CO,2.1842,0.3107,27.722,29.46
OCC1CC(O)C1C#C,2.3518,0.2911,35.854,40.46
CC12CC3C1C2C3CO,1.4482,0.3178,33.643,20.23
CC12CC3C=CC1CC23,0.2949,0.2474,30.786,0.0
COC(C)(C=O)C1CC1,1.7832,0.2112,37.271,26.3
CCC1=C(COC1)CO,2.5099,0.2382,35.483,29.46
CC1CC2(C)C1OC2=O,4.1151,0.2786,32.504,26.3
CN=C1CCCO1,2.6693,0.2752,25.076,21.59
Cc1[nH]cc(n1)C#C,4.1539,0.2185,27.75,28.68
N#CC1C2C3CCC2N13,4.6742,0.2603,27.065,27.03
OCC12CN3CC1(O)C23,2.4182,0.2785,31.466,43.7
O=C1OCCC2CCC12,4.3834,0.2699,29.426,26.3
C#CC#CCC(=O)C#N,3.0199,0.1659,31.068,40.86
CC12C3CC(C1O)C23C,1.7801,0.3146,34.826,20.23
O=CN1CCC2(CN2)C1,3.7661,0.2638,30.89,42.25
CC1CC2CC2(O)CO1,1.9616,0.311,34.413,29.46
[NH2+]=C1O[C-](C=O)C=C1,5.2676,0.1678,25.802,55.800000000000004
Cc1ncnc(n1)C=O,3.2054,0.1708,27.337,55.74
CCC1(O)C2CC=CC12,1.2066,0.2368,34.627,20.23
C#CC12C3CC1=CCN23,1.4007,0.1663,29.03,3.01
C1OC11CC2C3NC3C12,2.9384,0.2911,28.691,34.47
OC12CC1CC2C1CO1,0.995,0.3177,32.111,32.76
O=C1CC2=CCC3C2N13,3.4428,0.2049,26.194,20.08
CC12NC(C=C1)C2O,0.5233,0.2286,28.204,32.26
CC1=CC2=C(N1)ON=N2,4.5612,0.132,29.707,54.71
c1cnn(c1)C(=O)C=O,4.3285,0.1657,26.269,51.96
COCC1C(C)C1C#N,3.9717,0.2907,35.544,33.019999999999996
CC1CCC1(C)C1CO1,1.5889,0.3437,36.6,12.53
CC12NC1C1OCC=C21,2.5814,0.2237,29.792,31.17
C1CC1(C2CC(=O)C2)O,4.3188,0.2232,34.186,37.3
OC12CC(=O)C1OCC2,4.0653,0.1946,30.481,46.53
CC1C=CC2=CN=NN12,4.967,0.1933,26.838,30.71
FC1=NOC(=N)C(=O)O1,1.384,0.194,24.782,80.09
c1nc(c(o1)N)NC=O,1.0506,0.1937,28.282,81.15
O=CC1COCC1C=O,3.0264,0.2068,30.206,43.370000000000005
COCC(C)(CO)C#N,3.9576,0.3063,37.847,53.25
CC1OC2CC3C2OC13,2.1003,0.2956,28.705,18.46
CCC(CC=O)C(C)C,2.7814,0.2282,41.393,17.07
COCC1C2CC1C2,0.9617,0.3402,29.339,9.23
OC(C#C)C1COCO1,1.6312,0.2795,32.387,38.69
C1CC23C1CC21CN3C1,1.8992,0.2647,29.333,3.24
CCC1=CCCC(=O)N1,3.3326,0.2131,33.627,29.1
O=COC1CN2CCC12,2.2999,0.2302,29.544,29.54
NC(=O)CC1OC1C#N,2.0143,0.2577,31.774,79.41
CC(C)OCCOC,0.2039,0.3311,36.522,18.46
COC1C2CC3CC3C12,1.2149,0.3104,31.946,9.23
CCC(NC(N)=O)C#N,5.0413,0.2896,35.975,78.91
C(CC#CC#N)C=O,3.466,0.2196,27.8,40.86
CCN(C)C(CO)C=O,2.4016,0.1774,38.715,40.54
CC1C2C3OC2C(O)C13,2.3785,0.3079,29.636,29.46
O=CC1COC(=O)C=C1,3.0696,0.2147,28.199,43.370000000000005
CCC12OC1CC2(C)C,1.7467,0.3145,37.892,12.53
C1CC2C3OC3C3C1C23,1.7918,0.3196,26.92,12.53
CC1(CC2OC12)C(N)=O,3.6713,0.2725,33.627,55.62
CN(CC=O)C(=O)CO,3.0225,0.2143,34.932,57.61
CCC1=CC2OC1C=C2,1.8484,0.2004,30.654,9.23
CN1C=NCC1C#N,3.5537,0.234,26.696,39.39
CC(O)C(=O)C(C)C#N,3.4762,0.2256,35.981,61.089999999999996
CC1C2CC2C1C(C)=O,2.6033,0.2189,34.833,17.07
COCC1CC(C)C1,0.8561,0.34,33.849,9.23
CC1NC1(CO)CC#N,4.615,0.2844,35.522,65.96000000000001
COC(C#C)C1CC1O,2.4537,0.2532,35.983,29.46
N=C1NCC(=O)N1,0.8473,0.2373,22.224,64.98
CCOCCOC(=O)N,2.6626,0.3152,36.815,61.55
OC12CC1(C=O)C=CC2,2.8286,0.2044,30.677,37.3
CCC1N2CC1(O)C2C,1.5214,0.3098,36.483,23.47
C1C2NC2C2N=COC12,2.7275,0.2676,25.966,43.53
OC12CC1CC1CN1C2,1.7153,0.3076,31.629,23.240000000000002
CC(=NO)C1NC1C#C,1.2308,0.2358,34.859,54.53
CC(CCC#C)C1CO1,2.1886,0.3146,37.281,12.53
CC1C2OC2C2(C)CN12,1.1061,0.2969,32.494,15.54
CN1CC(C)=CC1C=O,3.4003,0.1874,34.564,20.310000000000002
OC1COC2C3NC3C12,2.9616,0.295,28.43,51.400000000000006
Cc1ccncc1C#C,2.4113,0.2004,30.352,12.89
OCC(C1CN1)C1CO1,3.6506,0.3058,34.38,54.7
