index,selfies,smiles,SA,pred_mu,pred_gap,pred_cv,pred_TPSA,TPSA_rdkit,vgae_score,reward,img_page,img_tile
3421,[C][C][C][Branch1][C][C][O][C][C][Ring1][Branch1][C][Branch1][Ring1][C][O][O],CCC1(C)OCC1C(O)CO,3.0580915038517307,2.2134499549865723,0.3047951757907867,39.32103729248047,51.14459609985352,49.69,,0.7672456823175866,mols/page_0172.png,1
3596,[C][Branch1][C][C][C][Branch1][Ring1][C][C][O][C][Branch1][Ring2][C][Branch1][O][C][Ring1][Ring2][C],CCCCOC(CC)CC,1.6196683620478216,0.9630430936813354,0.3354653418064117,44.03487777709961,8.861480712890625,9.23,,0.7659661604363632,mols/page_0180.png,16
2230,[=C][O][=C][C][Branch1][C][C][Branch1][Ring1][C][N][=O][C][=C][Ring1][#Branch1],C=COC(C)(CN)COC,2.079668362047822,2.4751808643341064,0.2903443872928619,39.89394378662109,50.02776336669922,44.48,,0.7658705975462327,mols/page_0112.png,10
3921,[N][#C][C][C][Branch1][Ring1][C][O][C][C][C][Ring1][Ring2][C][Branch1],CC1CCC(CC#N)CO1,2.5396683620478213,4.126068592071533,0.2993814945220947,34.17464065551758,32.337249755859375,33.02,,0.7652525339758813,mols/page_0197.png,1
1699,[C][O][C][C][C][Branch1][C][C][Ring1][Ring2][C][Ring1][Branch1][C][O],COC1CC(C)C1CO,3.0217904688307007,2.7787156105041504,0.3147633671760559,37.7647590637207,30.17813301086425,29.46,,0.7649929109326131,mols/page_0085.png,19
2661,[C][Branch1][C][C][C][Branch1][Ring1][C][C][O][C][C][Ring1][Branch1][C][Branch1][Ring2][C][C][N],CCC1OCC(CCCN)C1C,3.117024615544936,1.7187377214431765,0.3176541328430176,41.38188934326172,30.5075740814209,35.25,,0.7649718189512638,mols/page_0134.png,1
2945,[C][C][Branch1][Branch2][C][N][C][Ring1][Ring1][C][#N][C][C][Ring1][Branch2],CC1(C2NC2C#N)CC1,2.4617904688307006,4.6969895362854,0.2764073610305786,33.32592010498047,46.31990814208984,45.73,,0.7643665370793791,mols/page_0148.png,5
3045,[C][C][C][Branch1][C][C][O][C][C][Ring1][Ring1][C][Branch1][Ring1][C][O][O][C][Ring1][Branch1],CCC(C)OCCC1(CO)CO1,2.597024615544936,1.4438127279281616,0.334097683429718,40.31595993041992,35.59973907470703,41.99,,0.7642820474179186,mols/page_0153.png,5
4303,[N][#C][C][Branch1][C][O][C][Branch1][Ring1][C][C][C][Branch1][Branch1][C][C][Ring1][Ring2],N#CC(O)C1CCCCC1,2.0396683620478218,3.569430589675904,0.3050104975700378,34.625736236572266,45.70133209228516,44.02,,0.764151819962252,mols/page_0216.png,3
4431,[N][#C][C][C][C][Branch1][Ring1][C][C][O][C][Branch1][C][C][Ring1][Ring1][Branch1][Ring1][Branch1][C],CC12CCC1(CCC#N)O2,2.4796683620478213,4.3559393882751465,0.2984816431999206,33.24870681762695,34.13134765625,36.32,,0.763606657191653,mols/page_0222.png,11
2538,[N][#C][C][C][Branch1][Ring1][C][C][C][Ring1][Ring1][C],CC1C(C)C1CC#N,2.524499695052122,4.228272914886475,0.3223372101783752,32.093170166015625,23.43874168395996,23.79,,0.7635758361667992,mols/page_0127.png,18
767,[C][C][C][Branch1][C][C][O][C][C][N][C][C],CCNCCOC(C)CC,2.099668362047822,1.605363368988037,0.3130478262901306,42.67242431640625,24.99443817138672,21.26,,0.7634300993004987,mols/page_0039.png,7
4377,[N][#C][C][C][C][Branch1][C][C][O][C][Branch1][Ring1][C][Branch1][Ring2][C][Ring1][#Branch1],CC1OCCCC1CC#N,2.5396683620478213,4.185586452484131,0.2973428666591644,34.13125228881836,32.095115661621094,33.02,,0.7621839925434731,mols/page_0219.png,17
410,[C][C][Branch1][C][C][Branch1][Ring1][C][O][C][Branch1][C][N][C][#N],CC(C)(CO)C(N)C#N,2.061790468830701,2.230400800704956,0.2881309688091278,39.47836685180664,69.49259185791016,70.03999999999999,,0.7619622479773401,mols/page_0021.png,10
3199,[C][Branch1][Ring1][C][C][C][Branch1][C][C][O][C][Branch1][Branch1][C][N][C],CCCC(C)OCCNC,2.099668362047822,1.6193026304244995,0.3153640925884247,42.33415603637695,25.16459274291992,21.26,,0.7612254855907278,mols/page_0160.png,19
4164,[O][C][C][C][Branch1][C][C][O][C][Ring1][Branch1][C][Branch1][Ring1][C][O][O],CC1OC(C(O)CO)C1CO,3.538091503851731,2.294745445251465,0.304314911365509,37.64861297607422,68.4235610961914,69.92,,0.7612186164668052,mols/page_0209.png,4
3270,[N][#C][C][Branch1][C][C][Branch1][Ring1][C][Branch1][O][C][C][C][Ring1][Ring1],CC(C#N)CC1CC1,2.0244996950521226,4.222104072570801,0.3270924389362335,31.617780685424805,23.07342338562012,23.79,,0.761211610938122,mols/page_0164.png,10
4277,[O][C][C][Branch1][C][O][C][Branch1][Ring1][C][C][C][Ring1][Ring1][C][Ring1][Ring2][O],CC12C(O)C1C2C(O)CO,3.959668362047821,3.162753105163574,0.2927538156509399,36.45631790161133,57.05617904663086,60.69,,0.7598642321945975,mols/page_0214.png,17
4379,[N][C][C][Branch1][C][O][C][C][C][Ring1][Branch1][C][C][O],NCC1(O)CCC1CCO,2.5196683620478213,2.1040635108947754,0.3030423521995544,38.76166915893555,64.47086334228516,66.48,,0.7594667045516892,mols/page_0219.png,19
1250,[C][C][C][Branch1][Branch1][C][C][O][C][Branch1][Ring1][C][O],CCC(CO)CCOC,2.081790468830701,1.4208499193191528,0.3256524801254272,41.61734390258789,29.97584724426269,29.46,,0.759327651553247,mols/page_0063.png,10
2902,[C][C][Branch1][Ring1][C][Branch1][C][C][C][O][C][Branch1][Ring2][C][Branch1][Branch1][C][Branch1][#Branch1][C],CCCCOCC(C)CC,2.119668362047822,0.9433916211128236,0.3381305038928985,43.728851318359375,8.72899055480957,9.23,,0.7588416084352642,mols/page_0146.png,2
3652,[C][O][C][C][Branch1][C][C][C][N][C][=O],COCC(C)CNC=O,2.061790468830701,3.3868885040283203,0.2802715599536896,38.15890884399414,40.345062255859375,38.33,,0.7584363636065254,mols/page_0183.png,12
3141,[N][#C][C][Branch1][Ring1][C][C][C][Ring1][Ring1][C][Ring1][Branch1][Ring1][Branch1][C],CC1C2C(C)C12C#N,2.464499695052122,4.534727573394775,0.2900510132312774,34.02269744873047,25.52790260314941,23.79,,0.7584046405300927,mols/page_0158.png,1
2865,[C][Branch1][C][C][Branch1][Ring1][C][Branch1][Branch1][C][Branch1][O][C][C][C][Ring1][Ring1][C][O],CCCCC1CC1CO,2.5417904688307007,1.4272949695587158,0.3428411781787872,40.4923095703125,21.11746597290039,20.23,,0.7583889887672397,mols/page_0144.png,5
2195,[C][#C][C][C][C][Branch1][C][C][O][C][Branch1][Ring1][C][O],C#CCCC(C)OCCO,2.099668362047822,2.201578617095948,0.3140976428985595,39.90245819091797,29.594358444213867,29.46,,0.7576029867616928,mols/page_0110.png,15
4275,[N][#C][C][C][Branch1][C][C][C][Ring1][Branch1][C][O][C][Ring1][#Branch1],CC1CCOCC1C#N,2.5217904688307007,4.50615119934082,0.297383189201355,32.7681770324707,33.267635345458984,33.02,,0.7573883625586807,mols/page_0214.png,15
3127,[C][C][Branch1][Ring1][C][C][O][C][C][C][Ring1][Ring2][C][Branch1][C][C],CCCCCOC(C)CC,2.119668362047822,0.990769386291504,0.336961954832077,43.60551834106445,9.290728569030762,9.23,,0.7573538075984801,mols/page_0157.png,7
3158,[O][C][Branch1][C][C][C][Branch1][Ring1][C][C][O][C][Ring1][Branch1][C][Ring1][Ring1][C][Ring1][Ring2],CCC1OC1(CC)C(C)O,3.0396683620478218,1.5181193351745603,0.3258867263793945,41.019718170166016,31.99589729309082,32.76,,0.7557830748307599,mols/page_0158.png,18
2903,[C][C][C][Ring1][Ring2][C][Branch1][C][C][Branch1][Ring1][C][Branch1][Branch1][C][Branch1][Ring2][C][C][O],CC(CCCCO)C1CC1,2.0596683620478218,1.3105549812316897,0.3430622220039367,40.9199333190918,20.338468551635746,20.23,,0.755734898596921,mols/page_0146.png,3
4415,[N][#C][C][Branch1][Ring1][C][C][Branch1][C][C][C][O][C][Ring1][Ring2][C][C],CCC1CC(C#N)(CC)CO1,2.5780915038517307,3.514735698699951,0.2965060472488403,36.41671371459961,34.45219039916992,33.02,,0.7552173075556431,mols/page_0221.png,15
3097,[C][#C][C][C][C][Branch1][C][C][Ring1][Ring2][C][C][O],C#CCCC(C)CCO,2.101790468830701,1.9742807149887085,0.3163318932056427,41.09695816040039,21.51541519165039,20.23,,0.7552062562757397,mols/page_0155.png,17
1985,[C][C][C][Branch1][Branch1][C][C][N][C][O][C][C],CCOC(CC)CCNC,2.099668362047822,1.857097744941712,0.3049914538860321,42.46078872680664,24.553220748901367,21.26,,0.755038784018886,mols/page_0100.png,5
342,[#C][N][C][C][C][Branch1][Branch1][C][C][O][C],CNCCCCCOC,1.581790468830701,2.0306591987609863,0.3144424855709076,40.61962127685547,27.50649642944336,21.26,,0.7549967945107453,mols/page_0018.png,2
2397,[N][#C][C][Branch1][Ring1][C][O][C][C][Branch1][C][C][C][Ring1][Branch1][C][Ring1][=Branch1],CC1CC(C#N)COC1C,3.0396683620478218,3.960383892059326,0.2987360954284668,34.701263427734375,32.14939880371094,33.02,,0.754809509861767,mols/page_0120.png,17
3553,[N][#C][C][C][Branch1][C][C][C][O][C][C][Ring1][Branch1],N#CCC1CCCOC1,2.021790468830701,4.862034320831299,0.2922101616859436,31.952390670776367,33.01736831665039,33.02,,0.7547392035383499,mols/page_0178.png,13
1644,[O][C][C][C][Branch1][Ring1][C][C][O][C][O],CCC(CCO)OCO,2.061790468830701,1.5028356313705444,0.3204181492328644,40.35242462158203,48.50511169433594,49.69,,0.7544072517080922,mols/page_0083.png,4
4210,[N][#C][C][Branch1][Ring1][C][Branch1][C][O][C][Branch1][Branch1][C][C][Branch1][Ring2][C][C][Ring1][Branch1],N#CC(CO)C1CCCC1,2.0396683620478218,3.404911518096924,0.3083557486534118,34.729496002197266,45.76847457885742,44.02,,0.7543471946109506,mols/page_0211.png,10
189,[N][#C][C][C][C][Ring1][Branch1][C][C],CCCCCC#N,1.5678467081635288,4.239313125610352,0.3483207821846008,29.24526023864746,23.31207847595215,23.79,,0.7542888000993695,mols/page_0010.png,9
1000,[C][C][C][O][C][Branch1][C][C][Branch1][Ring2][C][C][Ring1][Ring2][C],CCCOC(C)(C)CC,1.601790468830701,0.9655792117118835,0.3272112011909485,44.65948867797852,9.084234237670898,9.23,,0.7539217936510714,mols/page_0051.png,0
1078,[N][=C][C][C][C][N][C][Branch1][C][C][Branch1][Branch1][C][O],CC(CO)NCCCC=N,2.079668362047822,3.0696732997894287,0.2643178403377533,39.59858703613281,57.31409454345703,56.11,,0.7536384513504086,mols/page_0054.png,18
2775,[C][C][O][C][Ring1][Ring1][C][Branch1][Ring1][C][#N][C][Ring1][#Branch1][N],CC12OC1C(C#N)C2N,3.441790468830701,4.683114051818848,0.2712866067886352,32.58070755004883,61.3045768737793,62.34,,0.7535375690186132,mols/page_0139.png,15
2922,[C][C][C][Branch1][C][C][O][C][Branch1][Ring1][C][C][Ring1][Branch1][C][Branch1][Branch1][C][N][C],CCC1(CCNC)OC(C)C1C,3.117024615544936,1.6773396730422974,0.3111515045166015,42.95912170410156,18.17759132385254,21.26,,0.7534751893635564,mols/page_0147.png,2
4024,[C][C][C][Branch1][C][C][N][C][C][Ring1][Ring1][C][Branch1][Ring1][C][O][C][Ring1][Branch1][O],CCC(C)N1CC12C(O)C2CO,4.357024615544936,2.507767915725708,0.2929689288139343,39.74560546875,44.16717147827149,43.47,,0.7531783220244324,mols/page_0202.png,4
2635,[C][C][C][Branch1][Ring1][C][C][Ring1][Ring1][C][Branch1][C][O][C][Branch1][Ring2][C][C][O][Ring1],CCC1(C2OC2CCO)CC1,2.51809150385173,1.9060773849487305,0.3367222547531128,38.41822052001953,32.06946563720703,32.76,,0.753169501216178,mols/page_0132.png,15
3898,[C][Branch1][C][C][C][Branch1][Ring1][C][Branch1][Ring2][C][C][O][C][Ring1][Branch1][C][Branch1][Branch1][C],CCC1C(CC)C1CCO,2.5596683620478213,1.3612560033798218,0.3346338272094726,41.54829406738281,20.416580200195312,20.23,,0.7531556641638891,mols/page_0195.png,18
2118,[C][C][C][Branch1][C][C][N][C][Branch1][Ring1][C][C][Ring1][Ring2][C][C],CCC1(C)NC1(CC)CC,2.0596683620478218,1.732392430305481,0.306607037782669,42.888519287109375,22.44564819335937,21.94,,0.7531201354360002,mols/page_0106.png,18
3266,[N][C][Branch1][Ring1][C][C][C][Branch1][C][C][N][C][C][Ring1][Ring2][O],CCC(N)C1CC(O)CN1,3.0196683620478217,2.4983513355255127,0.2952768206596374,38.33075714111328,59.96670150756836,58.28,,0.7528951566192645,mols/page_0164.png,6
1893,[N][C][#C][C][O][C][Branch1][Branch1][C][C][Branch1][Ring1][C][C][O],CCCCC(O)OCC#CN,2.118091503851731,2.116274833679199,0.2905689179897308,40.435791015625,57.24174880981445,55.48,,0.7525073631132275,mols/page_0095.png,13
1438,[C][C][Branch1][C][C][C][O][C][C][N][C][C],CCNCCOCC(C)C,1.5996683620478216,1.7464772462844849,0.309265524148941,42.39422225952149,24.50415229797364,21.26,,0.7523959529020694,mols/page_0072.png,18
3665,[O][C][C][Branch1][Ring1][C][C][C][O][C][Ring1][Branch1][C][Branch1][C][C][Ring1][Ring1][C][Branch1],CC(C)C1OCC(CO)C1C,3.0780915038517307,1.8963812589645384,0.3218975067138672,40.146114349365234,29.52296638488769,29.46,,0.7517055554828087,mols/page_0184.png,5
3998,[N][#C][C][Branch1][C][C][C][Ring1][Branch1][C][Ring1][Ring1][C][C][O],N#CC1CC(CCO)C1,1.521790468830701,3.557546138763428,0.3074442744255066,34.27539825439453,44.545536041259766,44.02,,0.7497991804199471,mols/page_0200.png,18
3901,[C][C][Branch1][Ring1][C][C][C][Ring1][Branch1][C][Branch1][C][C][N][C][C][O],CCC1CC1C(C)NCCO,3.0780915038517307,1.868194341659546,0.3168096244335174,40.50067138671875,32.52279281616211,32.26,,0.7490771998824016,mols/page_0196.png,1
4421,[C][Branch1][C][O][C][Branch1][Ring1][C][Branch1][Branch1][C][C][Branch1][Ring2][C][Ring1][Ring2][C][C][C],CCCC(CO)C1CCC1,2.0596683620478218,1.4333637952804563,0.3431641757488251,40.33271408081055,20.487096786499023,20.23,,0.7490275919291991,mols/page_0222.png,1
3063,[C][C][Branch1][C][C][C][C][C][C][Ring1][Ring1][Ring1][=Branch1][C][#N],CC1(C)CC2CC21C#N,2.4817904688307006,4.341160774230957,0.2912908494472503,34.617149353027344,23.4193058013916,23.79,,0.7486202169668581,mols/page_0154.png,3
2002,[#C][C][C][Branch1][C][C][O][C][Branch1][Branch1][C][O][Ring1][Ring1][C][O],CCC(C)OC1(CO)CO1,2.5196683620478213,2.078763961791992,0.3270526230335235,38.09185409545898,39.80815505981445,41.99,,0.747957401892294,mols/page_0101.png,2
2624,[N][C][C][Branch1][C][O][C][Branch1][Ring1][C][C][C][O][Ring1][Ring2],CC1OCC1C(O)CN,3.0017904688307007,3.015291690826416,0.2939279079437256,37.02828598022461,52.48000717163086,55.48,,0.747210524215261,mols/page_0132.png,4
4320,[O][C][C][Ring1][Ring1][C][C][Branch1][Ring1][C][O][C][Ring1][Branch1][C][C][C],CCCC1C(CO)C1C1CO1,3.518091503851731,2.485419988632202,0.3227424919605255,37.65105819702149,31.32908821105957,32.76,,0.7467112970717678,mols/page_0217.png,0
4037,[C][C][C][Branch1][C][C][O][C][C][Ring1][Ring1][C][Branch1][Ring1][C][C][N][Ring1][Ring1],CCC(C)OCCC1NC1C,3.0780915038517307,1.7887922525405884,0.3191549479961395,40.64058303833008,30.76732063293457,31.17,,0.7460716879745712,mols/page_0202.png,17
4098,[N][#C][C][Branch1][C][C][C][Branch1][Ring1][C][C][Ring1][Ring2][C][Ring1][Branch1][O],CCC1C(O)CC1C#N,3.0217904688307007,3.379002571105957,0.3058349788188934,35.06456756591797,44.13312149047852,44.02,,0.7454298226197347,mols/page_0205.png,18
4223,[C][C][Branch1][C][C][O][C][Branch1][Ring1][C][O][N][C][Ring1][Ring2][O],CC(C)OC1NC(O)C1O,2.9996683620478217,2.485879421234131,0.3034090101718902,37.46345138549805,59.36042404174805,61.72,,0.7451568121884758,mols/page_0212.png,3
1750,[C][C][C][Branch1][C][C][O][C][C][N][C][C][Ring1][Branch1][C][O],CCC(C)OC1CNCC1CO,3.097024615544936,2.0467529296875,0.3066927790641784,40.29590606689453,39.159324645996094,41.49,,0.7446799959968621,mols/page_0088.png,10
943,[C][C][C][Branch1][C][C][O][C][C][N][C],CCC(C)OCCNC,2.081790468830701,1.7788009643554688,0.3111823797225952,41.74160003662109,26.989295959472656,21.26,,0.7434258719861655,mols/page_0048.png,3
4096,[C][Branch1][C][C][C][Branch1][Ring1][C][Branch1][Branch1][C][Branch1][=Branch1][C][C][O][C][Branch1][Ring2][C],CCCCCCCOCC,1.6196683620478216,0.9701605439186096,0.3407280147075653,43.02302932739258,9.458972930908203,9.23,,0.741362902215329,mols/page_0205.png,16
3233,[C][C][C][Branch1][C][C][N][C][Ring1][Ring2][C][Branch1][Ring1][C][C][Ring1][Branch1][C][Branch1][Ring2],CCC(C)C1NC1(C)CC,3.0596683620478218,1.403638482093811,0.3160273134708404,42.98515701293945,21.83066368103028,21.94,,0.7404593798457585,mols/page_0162.png,13
3258,[C][C][C][Branch1][Ring1][C][C][Ring1][Branch1][C][Branch1][Branch1][C][C][O],CCC1(CCCO)CC1,1.541790468830701,1.397126078605652,0.3403100371360779,40.57723236083984,21.05301284790039,20.23,,0.7404321928036638,mols/page_0163.png,18
4114,[N][C][C][Branch1][C][O][C][Branch1][Ring1][C][Branch1][Branch1][C][Branch1][Ring2][C][O][Ring1][Branch1][C],CC1(C(O)CN)CCCO1,2.5196683620478213,2.5168561935424805,0.3017880618572235,37.729740142822266,55.51216506958008,55.48,,0.7402810577474646,mols/page_0206.png,14
4382,[O][C][Branch1][C][C][Branch1][Branch1][C][Branch1][Ring1][C][C][C][Ring1][Ring1][C][Branch1][O][C][C],CCCC1C(C)CC1(C)O,3.0596683620478218,1.284699559211731,0.3287311494350433,42.25519561767578,19.99078941345215,20.23,,0.7398797058301506,mols/page_0220.png,2
2615,[C][C][C][Branch1][Ring1][C][C][O][C][Branch1][C][O][Ring1][Branch1][C][Ring1][Ring2][O],CCC1(CC)OC1(O)CO,2.0196683620478217,1.820981502532959,0.3120938837528229,39.75775146484375,48.793418884277344,52.99,,0.7393750458005781,mols/page_0131.png,15
3456,[C][C][Branch1][C][C][O][C][C][C][Ring1][Ring2][C][C],CCCCCOC(C)C,1.601790468830701,0.9657288789749146,0.3366174399852752,43.421871185302734,9.527767181396484,9.23,,0.7392662713333302,mols/page_0173.png,16
3177,[N][#C][C][C][C][Ring1][Ring1][C][Branch1][Ring1][C][C][Branch1][C],CCCC1CC1C#N,2.524499695052122,4.277618885040283,0.3190110921859741,31.829540252685547,23.22180557250977,23.79,,0.7366178024771189,mols/page_0159.png,17
2673,[N][#C][C][C][Branch1][Ring1][C][C][C][O][C][Ring1][Ring1][C][Ring1][Ring2],CCC(CC#N)C12CC1O2,2.9796683620478217,4.245491981506348,0.2935667634010315,33.8176155090332,32.85908126831055,36.32,,0.7363397716963904,mols/page_0134.png,13
3746,[N][C][Branch1][C][C][Branch1][Ring1][C][C][C][O][C][Branch1][=Branch1][C][C][Ring1][Ring1][C][Branch1],CCC(C)(N)COC1CC1C,3.0780915038517307,1.5890008211135864,0.3139392137527466,41.77582931518555,30.54240798950196,35.25,,0.7362542487201617,mols/page_0188.png,6
2646,[C][C][Branch1][C][C][C][N][C][Branch1][Ring1][C][C][O][C][Branch1],CCC(NCC(C)C)OC,2.099668362047822,1.3023759126663208,0.3103824257850647,43.4503059387207,27.31808280944824,21.26,,0.7361169161560523,mols/page_0133.png,6
4170,[C][C][C][Branch1][Branch1][C][O][C][C][N][C][C][Ring1][Branch1][C][C][O],CCC1COC(C)C(CCO)CN1,3.136437499842364,1.5007611513137815,0.3212429881095886,41.04357147216797,34.515281677246094,41.49,,0.7358226047094616,mols/page_0209.png,10
1934,[C][C][C][Branch1][C][C][N][C][Branch1][Ring1][C][Branch1][Branch1][C][O][C][C][Ring1][Branch1][O],CCOCCC1(O)NC(C)C1C,3.097024615544936,1.619972586631775,0.3102717995643616,41.54481506347656,36.86740493774414,41.49,,0.7357393966683025,mols/page_0097.png,14
3186,[N][#C][C][C][Branch1][Ring1][C][C][C][O][C][Ring1][Branch1][C],CC1OCC(CC#N)C1C,3.0396683620478218,4.031394004821777,0.2899085879325866,35.062068939208984,31.74116516113281,33.02,,0.7356009016827783,mols/page_0160.png,6
2359,[C][C][C][Branch1][Ring1][C][C][Ring1][Branch1][C][C][O][C][Ring1][Ring1][C][O],CCC1(CC2OC2CO)CC1,2.51809150385173,2.0636849403381348,0.3323160111904144,38.01479721069336,31.860076904296875,32.76,,0.7355845090220612,mols/page_0118.png,19
1741,[C][C][C][Branch1][C][C][N][C][C][Ring1][Ring2][C][Branch1][Ring1][C][O][C][Branch1][=Branch1][C],CCC1CC(C(CC)CO)CN1,3.117024615544936,1.6928404569625854,0.3179223239421844,40.93771743774414,30.95418357849121,32.26,,0.7355105271828922,mols/page_0088.png,1
2767,[C][O][C][C][C][Branch1][Ring1][C][C][Ring1][Ring2][C][C],CCC(CC)CCOC,1.601790468830701,1.0479954481124878,0.3349975645542145,43.20446395874024,9.684221267700195,9.23,,0.7352112629369865,mols/page_0139.png,7
4307,[N][#C][C][Branch1][C][C][C][Branch1][Ring1][C][Branch1][Branch1][C][O][C][Ring1][Ring1][C][C][Ring1],C=CC(CC1CO1)C(C)C#N,3.0780915038517307,4.720200538635254,0.260647565126419,35.36118698120117,33.3681640625,36.32,,0.734463112706259,mols/page_0216.png,7
1681,[C][C][C][Branch1][C][C][O][C][Ring1][Branch1][C][O][N][Branch1],CC1OC(CON)C1C,3.0017904688307007,2.792491912841797,0.3042270541191101,37.06914520263672,46.14692306518555,44.48,,0.7339823755200761,mols/page_0085.png,1
1206,[C][C][C][O][C][C][Ring1][Ring2][C][Branch1][Ring1][C][C][Branch1][C][C][N][C],CCC1OCC1C(C)(CC)NC,3.117024615544936,1.5192269086837769,0.3099667131900787,43.28840255737305,18.98947525024414,21.26,,0.7339200327709849,mols/page_0061.png,6
4427,[N][#C][C][C][C][Branch1][C][C][O][C][C][Ring1][Ring2][C][Ring1][Ring1][C],CC1C2CC(CCC#N)OC12,3.518091503851731,4.370950698852539,0.299827516078949,32.70499801635742,32.394718170166016,33.02,,0.733902956260541,mols/page_0222.png,7
4297,[C][C][C][Branch1][C][C][N][C][C][Ring1][Branch1][C][Branch1][Ring1][C][C][O],CCC(O)C1CNC1(C)CC,3.0780915038517307,2.0453665256500244,0.3008843064308166,41.10024642944336,34.133384704589844,32.26,,0.7335335413133823,mols/page_0215.png,17
3810,[C][O][C][Branch1][Ring1][C][O][N][C][Ring1][Branch1][C][C][O],COC1(CO)NC1CCO,2.4996683620478213,2.194276094436645,0.3049159049987793,37.65790557861328,66.42457580566406,71.63000000000001,,0.7331981362592959,mols/page_0191.png,10
3418,[N][#C][C][C][C][Branch1][C][C][O][C][Ring1][Branch1][C][Ring1],C=C1OC(C)C1CC#N,2.5217904688307007,4.634305953979492,0.2853391468524933,33.014381408691406,34.77267837524414,33.02,,0.7328951386609927,mols/page_0171.png,18
1240,[C][C][C][Branch1][Ring1][C][Branch1][Branch1][C][C][O][C][Branch1][Ring2][C],CCC(C)CCCOC,2.101790468830701,1.0466939210891724,0.3364763259887695,42.99222183227539,9.561656951904297,9.23,,0.7306113662038076,mols/page_0063.png,0
4077,[#C][C][#C][C][Branch1][C][C][C][Branch1][Ring2][C][Branch1][Branch1][C][N][C][C][O][C][Ring1],CC#CC(C)C(CCNCC)OC,2.7164374998423635,1.1186476945877075,0.2951215803623199,46.28706359863281,18.451175689697266,21.26,,0.7305868917424789,mols/page_0204.png,17
1841,[C][C][C][O][C][Branch1][C][C][Ring1][Branch1][C][Ring1][Ring1][C][Branch1][Ring1][C][O],CC1(CCCO)CCCO1,2.0396683620478218,2.4984917640686035,0.3191799819469452,37.77340316772461,30.41448974609375,29.46,,0.7304335899538813,mols/page_0093.png,1
1439,[C][C][Branch1][C][C][O][C][C][C][N][C][Ring1][Branch1][C][O],CC(C)OC1CCNC1CO,2.5580915038517307,2.6738078594207764,0.3001912832260132,38.166160583496094,42.18282318115234,41.49,,0.730210589666646,mols/page_0072.png,19
1302,[N][#C][C][C][C][Branch1][Ring1][C][C][N][C][Branch1][C][O][C][Ring1][Ring2][Ring1][=Branch1],CC1C(CCC#N)N2C(O)C12,3.998091503851731,4.213160991668701,0.2847815752029419,33.62751388549805,47.23366928100586,47.03,,0.7294447322708293,mols/page_0066.png,2
4502,[O][C][Branch1][C][C][Branch1][Ring1][C][C][C][Ring1][Ring1][C][Branch1][Branch1][C][Branch1][Ring2][C][Branch1],CCCC1C(C)C1(C)O,3.0417904688307007,1.3968091011047363,0.3193107843399048,42.52750396728516,21.40094757080078,20.23,,0.7294408000212139,mols/page_0226.png,2
4108,[O][C][C][Branch1][Ring1][C][C][C][O][C][Branch1][C][C][Ring1][Branch1][C][Ring1][Ring2],CC1C(CO)COC1(C)C,2.5396683620478213,2.213164091110229,0.3116035461425781,39.60542297363281,30.116432189941406,29.46,,0.7286847167332208,mols/page_0206.png,8
3467,[C][O][C][Branch1][Ring1][C][C][C][Ring1][Branch1][C][C][O],CCC(CCCO)OC,2.081790468830701,1.2805532217025757,0.3251148760318756,41.64337539672852,30.56226348876953,29.46,,0.7282099424494043,mols/page_0174.png,7
506,[C][C][C][Branch1][C][O][C][Branch1][C][C][O][C][Ring1][=Branch1][C],CCC1(O)C(C)OC1C,2.5217904688307007,2.359529733657837,0.3058333098888397,39.64120101928711,30.148311614990234,29.46,,0.7280811168425332,mols/page_0026.png,6
838,[C][C][C][O][C][Branch1][C][O][N][C][O],CCCOC(O)NCO,2.041790468830701,2.081243991851806,0.3019911646842956,38.92627334594727,58.112823486328125,61.72,,0.7278136653800379,mols/page_0042.png,18
2083,[O][C][Branch1][C][C][Branch1][Branch1][C][Branch1][Ring1][C][Branch1][N][C][C][O][C][Ring1][Ring2][C],CC(O)CCC1COC1C,3.0396683620478218,2.2873311042785645,0.3157069683074951,38.8885383605957,30.18515014648437,29.46,,0.7277598730664676,mols/page_0105.png,3
2457,[N][#C][C][Branch1][C][C][C][O][C][Branch1][Ring1][C][Branch1][O][C][Ring1][Branch1][C][O],CC(C#N)C1OCCC1CO,3.0580915038517307,3.365135431289673,0.2930497527122497,35.22712326049805,55.95566940307617,53.25,,0.7271937674238264,mols/page_0123.png,17
4493,[C][O][C][Branch1][C][C][Branch1][Ring1][C][#N][C][C][C][Ring1][Ring1],COC(C)(C#N)C1CC1,2.021790468830701,3.2718095779418945,0.3001161217689514,36.5386848449707,33.797607421875,33.02,,0.7268764341756777,mols/page_0225.png,13
2978,[O][C][C][C][Branch1][C][C][O][C][Ring1][Branch1][C][O],CC1OC(CO)C1CO,3.0017904688307007,2.857757806777954,0.3043300211429596,36.43717193603516,49.459285736083984,49.69,,0.7262589923796173,mols/page_0149.png,18
1656,[N][#C][C][C][O][C][Ring1][Branch1][C][C][Ring1][Ring1][C][O],N#CCCOC1CC1CO,2.5196683620478213,3.5653672218322754,0.2940958738327026,34.559078216552734,53.3233528137207,53.25,,0.7260900410283341,mols/page_0083.png,16
