index,selfies,smiles,SA,pred_D,pred_P,pred_EG,pred_r0,vgae_score,reward,img_page,img_tile,D_phys_km_s,P_phys_kbar,EG_phys_m_s,r0_phys_g_cm3
159,[O][=N+1][Branch1][C][O-1][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1],O=[N+]([O-])C=C[N+](=O)[O-],1.4844996950521223,1.159079774877526,1.0853206260745547,1.0881108342793635,0.4408048311302908,,1.0404249170627948,mols/page_0008.png,19,8.527463912963867,320.5262145996094,6891.17333984375,1.7880784273147583
160,[N][N+1][C][O-1][=Branch1][C][=O][O-1][C][O][=Branch1][N+1][=Branch1][=O][O-1][O][=N+1][Branch1][=Branch1][C][=O][=O][O-1][N+1][=Branch1][=O][=Branch2][N+1][=Branch1][=O][#N][O-1][=Branch1][N+1][=Branch1][C][=O][N][O-1],N[N+]C[O-],1.482440063862291,-0.6630219560272013,-1.0774500463894994,-0.4496112583483709,-2.2432456906675937,,-0.8392870730102829,mols/page_0009.png,0,7.4215288162231445,217.20950317382812,5214.4072265625,1.5267796516418457
161,[O][=N+1][Branch1][C][O-1][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1],O=[N+]([O-])C=CC[N+](=O)[O-],1.501790468830701,-0.0644659753978981,-0.367497234206943,-0.1183609605290186,-1.277272667415038,,-0.2830624533543215,mols/page_0009.png,1,7.784825801849365,251.12432861328125,5575.60986328125,1.6208194494247437
162,[O][=N+1][Branch1][C][O-1][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][N][=N][C][=C][Branch1][=Branch1][N+1][Branch1][C][O-1][N][Branch2][Ring2][N][C][=N][C][Branch1][=Branch1][C][=Branch1][N+1][=Branch1][N+1][=Branch1][O-1][=O][O-1][=C][Branch1][=Branch1][Branch1][=Branch1][N+1][Branch2][C][=O][O-1],N[N+]([O-])C=CN=NC(C=C[N+](=O)[O-])[N+](=O)[O-],2.157308431519336,-0.3707772375101263,-0.634319903883735,-0.2172188959863095,-1.2610503187790263,,-0.4642668756208918,mols/page_0009.png,2,7.598908424377441,238.37806701660156,5467.81298828125,1.6223987340927124
163,[O][=N+1][Branch1][C][O-1][N][C][=N][N][=C][Branch1][Ring1][C][=C][Branch1][C][N+1][=Branch1][C][=O][O-1][C][Branch1][=Branch1][N+1][=Branch1][C][=N][C][N][=C][Branch1][=Branch1][N+1][=O][C][=N][N][C][Branch1][C][O][C][Branch1][=Branch1][N][C][=N][O][C][Branch1][C][N][=C][=N][N][C][=N][Ring1][O][N],C=CC(C[N+](=O)[O-])=NN=CN[N+](=O)[O-],1.6163039679725395,-1.4386097676384548,-1.500519114566098,-1.2098807616005114,-2.1907165306594707,,-1.43780617825729,mols/page_0009.png,3,6.950781345367432,196.999267578125,4385.392578125,1.5318934917449951
164,[O][=N+1][Branch1][C][O-1][N][C][=N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Branch1][=Branch1][N+1],[N+]CC(=CN=CN[N+](=O)[O-])[N+](=O)[O-],1.576437499842364,-0.1881093616383893,-0.3923837627179526,-0.2138671799454983,-1.0154436175661652,,-0.3322145148239013,mols/page_0009.png,4,7.709779739379883,249.93548583984375,5471.4677734375,1.6463091373443604
165,[\N+1][=N+1][Branch2][C@@H1][O][S][=O][Branch2][N][O],[N+]=[N+][SH]=O,1.462440063862291,0.4783219145502799,0.320859698103073,0.1963201727022107,-0.2231836864445335,,0.2560051035997692,mols/page_0009.png,5,8.114274024963379,284.00750732421875,5918.7451171875,1.7234375476837158
166,[N][=N][N][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Branch1][=Branch1][N+1][#Branch2][C][=O][O-1],N=NN=C(C[N+][O-])[N+](=O)[O-],1.4796683620478217,1.3856041561754473,1.20065559298207,1.2083109391716722,0.2188116392091599,,1.1517704768789645,mols/page_0009.png,6,8.66495418548584,326.03582763671875,7022.2421875,1.7664668560028076
167,[=N][N+1][O][S][=N+1][Ring1][Branch1][C][O-1][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][N][=N][Ring2][Ring1][#C],[O-]C[N+]1=[SH]O[N+]N1,1.4078467081635289,0.7317648130078958,0.6067628275370932,0.5085080053435622,0.0375249339808827,,0.5417876056717604,mols/page_0009.png,7,8.268102645874023,297.6652526855469,6259.16162109375,1.7488181591033936
168,[O][=N+1][Branch1][C][O-1][C][C][=N][N][Branch1][Branch2][C][=N][N][=N][Ring2][Ring1][=C][N][=C][Ring1][Branch1],C=NN(C=NN=N)N=CC[N+](=O)[O-],1.576437499842364,-1.5539090734810614,-1.598550546427684,-1.4584477846319306,-2.065785588661504,,-1.578072577696109,mols/page_0009.png,8,6.880799770355225,192.31625366210938,4114.349609375,1.5440558195114136
169,[N][NH1][O][N][=C][Branch2][Ring1][Ring1][N][=C][C][=N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1],NNON=CN=CC=NC=C[N+](=O)[O-],1.6163039679725395,-2.2479132891033577,-2.229556858363865,-1.8732572365412636,-2.6819605459109708,,-2.136866486074408,mols/page_0009.png,9,6.459569931030273,162.17274475097656,3662.0322265625,1.4840697050094604
170,[O][=N+1][Branch1][C][O-1][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][N+1][=Branch1][C][NH1][C][=O][N][Branch2][Ring2][Ring1][N][=N][Ring1][N],[NH][N+](C=O)C(=C[N+](=O)[O-])[N+](=O)[O-],1.5370246155449356,0.7584366451807777,0.6918782558707095,0.6644395974070844,0.1029653593889233,,0.6386511001645979,mols/page_0009.png,10,8.28429126739502,301.73126220703125,6429.19287109375,1.7551889419555664
171,[O][=N+1][Branch1][C][O-1][C][C][N][=N][N][Ring1][=Branch1],NN=NCC[N+](=O)[O-],1.4844996950521223,-0.2562329134265222,-0.6544154754030536,-0.1795336964455487,-1.794761670462102,,-0.4789517428318237,mols/page_0009.png,11,7.668431758880615,237.4180908203125,5508.90576171875,1.570440649986267
172,[O][=N+1][Branch1][C][O-1][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Branch2][Ring1][#C][C][=N][O][N+1][=Branch1][C][O-1],O=[N+]([O-])C=CC(CC=NO[N+][O-])[N+](=O)[O-],2.136601054988479,-0.7640378868849724,-0.9694473294816022,-0.6838212045994974,-1.5457618436400629,,-0.8614759702954489,mols/page_0009.png,12,7.3602166175842285,222.3688507080078,4959.01953125,1.5946813821792603
173,[O][=N+1][Branch1][C][O-1][C][=C][C][Branch1][#C][N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][N][=N][Ring1][Branch2][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][P],O=[N+]([O-])c1cc(-n2cc([N+](=O)[O-])nn2)cc([N+](=O)[O-])c1,1.4839038473124213,-1.1118370071773986,-0.9750199033649972,-0.9561050330264448,-0.2998345286522936,,-0.9341396937114064,mols/page_0009.png,13,7.149117946624756,222.10264587402344,4662.115234375,1.7159754037857056
174,[O][=N+1][Branch1][C][O-1][C][N][=N][N][=N][O][Branch1][=N][N][N][=N][C][Branch2][Ring1][N][C][=N][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1],O=[N+]([O-])CN=CCN=NNNON=NN=NC[N+](=O)[O-],1.743903847312421,0.0449930241008734,-0.2056804977527328,0.0780697500599614,-0.8162777975707984,,-0.0905717481460601,mols/page_0009.png,14,7.85126256942749,258.8544006347656,5789.80224609375,1.6656984090805054
175,[C][O][N][=C][Branch1][#C][C][=N][N][=N][NH1][Ring2][Ring1][Branch2],C1=NN=NNCON=C1,1.441790468830701,-1.301018466570354,-1.224198857370742,-1.3277075739054718,-1.24271813419043,,-1.286659173966506,mols/page_0009.png,15,7.034293174743652,210.19923400878906,4256.91162109375,1.6241834163665771
176,[O][=N+1][Branch1][C][O-1][C][N][N][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Branch1][Branch2][C][N][=N][N][=C][Branch1][=Branch1][N+1][Branch1][C][O-1][N][=C][Branch1][C],C=C(CN=NN=C[N+](N)[O-])N(NC[N+](=O)[O-])[N+](=O)[O-],1.721719749037849,-0.2416030795907812,-0.5296889678948519,-0.0609783280953779,-1.4643721360019462,,-0.3636515567097541,mols/page_0009.png,16,7.677311420440674,243.3763427734375,5638.18115234375,1.602604866027832
177,[O][=N+1][Branch1][C][O-1][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=N][O][N+1][Branch1][C][O-1][C][C][Branch1][=Branch1][N+1][=Branch2][C][=O][O-1][=N][NH1][C][Branch2][=Branch1],CNN=C(C[N+]([O-])ON=CC([N+](=O)[O-])[N+](=O)[O-])[N+][O-],1.721719749037849,0.7783521369505143,0.4436875824791585,0.7365052985084876,-0.6946897761477344,,0.5306430716460397,mols/page_0009.png,17,8.296379089355469,289.87506103515625,6507.77490234375,1.6775352954864502
178,[O][C][N][=N][Branch1][Ring1][N][=N][C][=N][Ring2][Branch1],C1N=NO1,1.422440063862291,0.4083545103288701,0.1899728868051683,0.3067633583141936,-0.3030464263328686,,0.2419825499759002,mols/page_0009.png,18,8.071806907653809,277.7549743652344,6039.1748046875,1.7156627178192139
179,[O][=C][Branch2][Ring1][Branch2][N][C][C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][N+1][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][C][C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][N+1][=Branch1][C][=O][O-1],O=C(NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.1825801340811584,0.1750423637887189,0.0839272466015908,0.0359236560370948,-0.3158131991951161,,0.0475305450929037,mols/page_0009.png,19,7.930196762084961,272.6891174316406,5743.84521484375,1.7144198417663574
180,[O][=N+1][Branch1][C][N][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Branch1][Ring1][N],NC=CC([N+](N)=O)[N+](=O)[O-],1.9996683620478215,-1.0537049829761498,-1.18068288792191,-0.872512742398452,-1.6085769131094252,,-1.0684597559948383,mols/page_0010.png,0,7.184401512145996,212.27801513671875,4753.26611328125,1.5885661840438843
181,[O][=N+1][Branch1][C][O-1][C][C][N][N][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1],O=[N+]([O-])C=NNCC[N+](=O)[O-],1.518091503851731,0.130253326262705,-0.1895511448457103,0.1491641923647688,-1.289970867547544,,-0.0841558644545981,mols/page_0010.png,1,7.903011798858643,259.6249084472656,5867.3251953125,1.619583249092102
182,[O][/N+1][Branch2][#N][=Branch2][#C][O][C][N][=N][NH1][N][O-1][Branch1][C][=N][O],N[N+](O)(O)COCN=NNN[O-],1.5170246155449356,-0.8646586503912573,-1.0892493630954845,-0.8256093162155882,-1.949313582682375,,-1.013652088126158,mols/page_0010.png,2,7.299144268035889,216.64584350585938,4804.41064453125,1.5553946495056152
183,[O][=N+1][Branch1][C][O-1][O][C][C][N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Branch1][P][N][Branch1][=Branch2][C][C][O][N+1][=Branch1][C][=O][O-1][N+1][=Branch1][C][=O][O-1][=C][Ring2][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1],O=[N+]([O-])OCCNc1c([N+](=O)[O-])cc([N+](=O)[O-])c(N(CCO[N+](=O)[O-])[N+](=O)[O-])c1[N+](=O)[O-],2.1135676759431465,0.0888471726641265,-0.0209256851942945,0.1684478663235525,-0.262513820490431,,0.0581081363478359,mols/page_0010.png,3,7.877880096435547,267.68023681640625,5888.3525390625,1.7196086645126343
184,[C][O][N][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1],CONC[N+](=O)[O-],1.4878467081635287,-1.3412611155018328,-1.578561021826243,-1.099079343145155,-2.8059890218050167,,-1.4501861737705828,mols/page_0010.png,4,7.0098676681518555,193.2711639404297,4506.212890625,1.471995234489441
185,[O][=N+1][Branch1][C][O-1][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Branch2][Ring2][=N][C][=N][C][=N][C][Branch2][Ring1][N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][N][N+1][=Branch1][C][=O][O-1][=C][Ring2][Ring1][Branch1][N+1][=Branch1][C][=O][O-1][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring2][Ring2][Ring2],O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2ncnc(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1,2.1277737172742675,-0.8239462001154668,-0.6884434398861417,-0.8616009699893018,0.2667476508376274,,-0.69606303291236,mols/page_0010.png,5,7.323854923248291,235.7925567626953,4765.16455078125,1.771133542060852
186,[O][=N+1][Branch1][C][O-1][C][=N][N][Branch2][Ring1][P][C][=N][O][N][=C][Ring1][Branch1][N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Branch2][Ring1][#Branch2][C][=N][C][Branch1][=Branch1][N+1][O-1][C][=C][Ring1][=Branch1][N+1][=Branch1][Ring1][=Branch1][O-1],O=[N+]([O-])C=NNc1nonc1NC=C(CC=NC[N+][O-])[N+](=O)[O-],1.7124242818454756,-0.6404015712332752,-0.7631237876169475,-0.5731550190425146,-0.9078713722970706,,-0.6709304845592687,mols/page_0010.png,6,7.435258388519287,232.22503662109375,5079.6923828125,1.656781554222107
187,[O][=N+1][Branch1][C][O-1][C][N][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][N][=N][C][Branch1][=Branch1][N+1][C][N][=C][Ring1][=Branch1][N+1][=Branch1][N+1][=Branch1],C=NC[N+]C([N+])N=NC(=NC[N+](=O)[O-])[N+](=O)[O-],2.178407953408093,-0.0227023642547345,-0.2569254348879403,0.0724074321793925,-1.107916392648767,,-0.1517356161787884,mols/page_0010.png,7,7.810174465179443,256.4064025878906,5783.6279296875,1.6373066902160645
188,[O][=N+1][Branch1][C][O-1][C][=N][N][=N][NH1][N][Ring1][Branch1][C][=N][Ring1][O],N=CNNN=NN=C[N+](=O)[O-],1.498091503851731,-0.4168397666400353,-0.5146028355715258,-0.5729911275166714,-0.6767408641378722,,-0.5297311879733461,mols/page_0010.png,8,7.570950508117676,244.09701538085938,5079.87109375,1.6792826652526855
189,[O][=N+1][Branch1][C][O-1][N][C][=N][NH1][C][Branch1],CNN=CN[N+](=O)[O-],1.4844996950521223,-1.1831030428739713,-1.3230077536844769,-1.0167310160657763,-2.189400179151038,,-1.2521601234810265,mols/page_0010.png,9,7.105862617492676,205.4790802001953,4596.00732421875,1.5320216417312622
190,[O][=N+1][Branch1][C][O-1][C][=N][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1],O=[N+]([O-])C=NC[N+](=O)[O-],1.481790468830701,1.2140575308556785,1.0176933566378703,1.0609124534373016,0.0708047491401156,,0.9893831781623194,mols/page_0010.png,10,8.560832977294922,317.2956237792969,6861.515625,1.7520580291748047
191,[N][C][=N][O][N][=C][Ring1][Branch1][N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][N][N+1][=Branch1][C][=O][O-1],Nc1nonc1Nc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.5292669435287096,-0.5418430627919039,-0.4114639030567534,-0.4809575277256415,0.3609886227371375,,-0.3946108902787072,mols/page_0010.png,11,7.495079040527344,249.02401733398438,5180.2265625,1.7803081274032593
192,[O][=N+1][Branch1][C][O-1][C][=N][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][N][Branch1][=Branch1][N+1][C][O-1][C][=C][Branch1][=Branch1][N+1][=C][C][=N][N][Branch1][=Branch1][N],NNN=CC=[N+]N([N+]C[O-])C(N=C[N+](=O)[O-])[N+](=O)[O-],2.221719749037849,-0.0949669242132138,-0.2593645139991179,-0.1047593072571893,-0.8080000894805632,,-0.211286591404015,mols/page_0010.png,12,7.766313076019287,256.2898864746094,5590.44140625,1.6665042638778687
193,[#N+1][C][C][N][=N][N][=N][O][C][Branch1][=C][N][=C][C][=N][O][=N][Ring1][Branch2],[N+]CCN=NN=NOCN=CC=NON,1.636601054988479,-1.7526570395122845,-1.94233165605908,-1.4908902465099234,-2.54132767331521,,-1.7742360398283317,mols/page_0010.png,13,6.760168552398682,175.89364624023438,4078.9736328125,1.4977606534957886
194,[O][=N+1][Branch1][C][O-1][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Branch1][=Branch2][N][C][=C][NH1][N][=N][Ring1][Branch1][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring2][Ring1][C],O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2c[nH]nn2)c([N+](=O)[O-])c1,1.506423335035418,-1.01662131599363,-0.8918660235936833,-0.8733411558487527,-0.1762738167361277,,-0.8440856789099422,mols/page_0010.png,14,7.206909656524658,226.074951171875,4752.36279296875,1.7280043363571167
195,[C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Branch1][C][N][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][S][N+1][=Branch1][C][=O][O-1],Cc1c([N+](=O)[O-])c([N+](=O)[O-])c(N)c([N+](=O)[O-])c1[N+](=O)[O-],1.6239038473124212,-0.2205555079930292,-0.1802151830513809,-0.162921096125167,0.2209116790574962,,-0.1432699433054197,mols/page_0010.png,15,7.690086364746094,260.0708923339844,5527.0205078125,1.7666712999343872
196,[N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Branch2][Ring2][=Branch1][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Branch1][C][N][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][S][N+1][=Branch1][C][=O][O-1][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring2][Ring2][C][N+1][=Branch1][C][=O][O-1],Nc1c([N+](=O)[O-])c([N+](=O)[O-])c(-c2c([N+](=O)[O-])c([N+](=O)[O-])c(N)c([N+](=O)[O-])c2[N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],2.232166943381353,0.8675405439978956,1.0734976724049468,0.9042155864621232,1.5614056864110482,,1.0030863573266646,mols/page_0010.png,16,8.350512504577637,319.96142578125,6690.64990234375,1.8971716165542603
197,[O][=N+1][Branch1][C][O-1][C][=N][N][Branch2][Branch2][Branch1][N][C][=N][C][Branch1][Ring1][N][C][=N][O][N+1][Branch1][N][=N][Ring1][=Branch1],CN1N[N+]ON=C1N=CNNN=C[N+](=O)[O-],1.577308431519336,-0.3206239799524058,-0.5699439946189572,-0.2129514472396253,-1.1482028713719534,,-0.4226428596758863,mols/page_0010.png,17,7.629349231719971,241.45333862304688,5472.46630859375,1.6333847045898438
198,[C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Branch1][=Branch1][N+1][O][C][=O][O-1][N],NC(=C[N+](=O)[O-])[N+]OC=O,1.4996683620478215,-0.5310863403733148,-0.6112007175312045,-0.8199841649925191,-0.6714007628092455,,-0.680705506754062,mols/page_0010.png,18,7.501607894897461,239.48248291015625,4810.54443359375,1.6798025369644165
199,[O][=N+1][Branch1][C][O-1][O][C][C][N][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Branch1][#Branch2][N][C][C][O][N+1][=Branch1][C][=O][O-1][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Branch1][#Branch2][N][C][C][O][N+1][=Branch1][C][=O][O-1][=C][Ring2][Ring1][#Branch2][N+1][=Branch1][C][=O][O-1],O=[N+]([O-])OCCNc1c([N+](=O)[O-])c(NCCO[N+](=O)[O-])c([N+](=O)[O-])c(NCCO[N+](=O)[O-])c1[N+](=O)[O-],2.2983993249990475,-0.473769790746306,-0.552049535482447,-0.3159402551720644,-0.7136036044261034,,-0.4541912940686243,mols/page_0010.png,19,7.536396503448486,242.30816650390625,5360.1650390625,1.6756939888000488
200,[O][=N+1][Branch1][C][O-1][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Branch1][=Branch2][N][N][C][=N][N][=C][Ring1][Branch1][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring2][Ring1][C],O=[N+]([O-])c1cc([N+](=O)[O-])c(Nn2cnnc2)c([N+](=O)[O-])c1,1.506423335035418,-1.228097913095988,-1.0744826491994994,-1.023662373793995,-0.4067945174058383,,-1.0257895418320535,mols/page_0011.png,0,7.078552722930908,217.35125732421875,4588.44921875,1.7055625915527344
201,[O][=N+1][Branch1][C][O-1][C][=N][C][N][=N][C][=N][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1],O=[N+]([O-])C=NCN=NC=NC[N+](=O)[O-],1.5963039679725397,-0.2740028743077716,-0.5489770496298517,-0.2666447291775755,-1.2595674334983644,,-0.4383596160052725,mols/page_0011.png,1,7.657646179199219,242.45494079589844,5413.91796875,1.6225430965423584
202,[O][=N+1][Branch1][C][O-1][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Branch1][=Branch1][N+1][=N+1][O-1][C][=N][O][N+1][Branch1][C][O-1][=C][Branch1][C][N][=N][NH1][Branch1][=Branch1][N+1][=Branch2][O-1][=C][Ring1][=Branch1],[N+]NNC(N)=[N+]([O-])OC([N+]=[N+][O-])=C([N+](=O)[O-])[N+](=O)[O-],1.701719749037849,1.7442369897422192,1.7764986619348486,1.7751902330929632,0.8397450540974809,,1.6742345115662003,mols/page_0011.png,2,8.882628440856934,353.5441589355469,7640.3798828125,1.826916217803955
203,[O][=N+1][Branch1][C][O-1][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Branch1][Ring2][/C][=N][/O][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][#C],O=[N+]([O-])c1cc([N+](=O)[O-])c(/C=N/O)c([N+](=O)[O-])c1,1.5798833105991517,-0.6624861625208123,-0.6084332762767202,-0.5486138303161737,-0.1668573115269695,,-0.5538611229785496,mols/page_0011.png,3,7.421854019165039,239.61468505859375,5106.45263671875,1.7289210557937622
204,[O][=N+1][Branch1][C][O-1][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][N][N+1][=Branch1][C][=O][O-1],O=[N+]([O-])c1cc([N+](=O)[O-])c([N+](=O)[O-])cc1[N+](=O)[O-],1.5598833105991516,0.4107773654222771,0.4569913599779205,0.3943109873240815,0.7298046006262391,,0.4476470363423059,mols/page_0011.png,4,8.073277473449707,290.5105895996094,6134.638671875,1.8162132501602173
205,[=C][C][Branch2][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][N+1][=Branch1][=Branch1][S][=Branch1][O-1],CC[N+](=O)[O-],1.4967229808842466,-2.0769503801695817,-2.323441919620135,-1.6381964872871253,-3.917019083234697,,-2.147078578185749,mols/page_0011.png,5,6.5633368492126465,157.68780517578125,3918.34765625,1.3638337850570679
206,[C][C][N][N][=N][N][N][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Branch1][=Branch1][N+1][=O][C][=O][O-1],CCNN=NNN=C(C[N+]=O)[N+](=O)[O-],1.5963039679725397,-0.8150011196700933,-0.9888641368428206,-0.759456248194061,-1.6919442092927683,,-0.9239432343351296,mols/page_0011.png,6,7.329284191131592,221.44129943847656,4876.54541015625,1.580450177192688
207,[O][=N+1][Branch1][C][O-1][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Branch1][=Branch1][N+1][=Branch2][C][=O][O-1][C][=N][C][Branch1][=Branch1][=Branch1][N+1][=Branch1][=N][O-1][=C][Branch1][N+1][=Branch1][C][O-1][=N][C][=C][Branch1][=Branch1],O=[N+]([O-])C=CC(=C(C=NC[N+][O-])[N+][O-])[N+](=O)[O-],1.698407953408093,0.1636956400163203,-0.1045967033994739,0.1537437514762419,-0.8762422007037602,,-0.0113519853256676,mols/page_0011.png,7,7.923309803009033,263.6832275390625,5872.31884765625,1.6598607301712036
208,[P][C][N+1][=Branch1][C][=O][O-1][C][N+1][=Branch1],O=[N+]([O-])CP,1.9767229808842468,-0.4046995656807557,-0.7230447604463073,-0.5386267464339809,-1.642075916101225,,-0.6615943717154806,mols/page_0011.png,8,7.578319072723389,234.13963317871094,5117.3427734375,1.5853049755096436
209,[O][=N+1][=N+1][Branch1][C][O-1][C][N][=N][C][Branch2][Ring1][=Branch1][C][=N][C][=C][N][=N][NH1][Branch1][Ring1][=Branch2][N+1][=Branch1][C][=O][O-1],[NH]N=NC=CN=CCN=NC[N+]([O-])=[N+]=O,1.636601054988479,-1.629184133023826,-1.8092942004898869,-1.4403865802511582,-2.287661227331649,,-1.6645403382120565,mols/page_0011.png,9,6.835111141204834,182.24891662597656,4134.0439453125,1.5224556922912598
210,[O][=N+1][Branch1][C][O-1][C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][N][C][=N][N][Branch1][Branch2][O][=N][C][N][=N][N][Branch1][=Branch1][N+1][=O][C][N][=C][Branch1][=Branch1][N+1][Branch2][C][=C][C][Branch1][=Branch1],C[N+]N(N=CNC(C[N+](=O)[O-])[N+](=O)[O-])ONCN=NN[N+]=O,2.3292669435287103,-0.2753517855254693,-0.5790279352741142,-0.1548796643735452,-1.5483798525005543,,-0.4303847811993695,mols/page_0011.png,10,7.656827449798584,241.01939392089844,5535.7890625,1.5944265127182007
211,[=Branch1][C][O][N+1][Branch2][O-1][Ring1][N][=Branch2][O-1][C][=O][=Branch1][O-1][N],CO[N+](N)NO,1.4718943340952075,-2.3876414792291976,-2.5140408117252084,-1.8745148577170307,-3.547767178706524,,-2.3300032336960665,mols/page_0011.png,11,6.37476110458374,148.58279418945312,3660.660888671875,1.399781346321106
212,[N][C][=Branch1][C][=O][C][C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][N+1][=Branch1][C][=O][O-1],NC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.616601054988479,0.0849206390205311,-0.062765666154867,-0.0646466324115203,-0.4605016589498796,,-0.06637007564318,mols/page_0011.png,12,7.875496864318848,265.6815185546875,5634.18115234375,1.700334072113037
213,[Cl][=N+1][=N+1][Branch1][C][O-1][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Branch1][=Branch1][O][N+1][=Branch1][C][O-1][O][=C][N+1][=Branch1][C][=N+1][=O][O-1][N+1][=Branch1][C],[N+]=[N+](COC(O[N+][O-])C(C=C[N+]([O-])=[N+]Cl)[N+](=O)[O-])O[O-],2.743903847312421,0.4206746184919079,0.2983400601386619,-0.0530618300478826,0.0263059455899455,,0.1611595321974839,mols/page_0011.png,13,8.07928466796875,282.9317321777344,5646.8134765625,1.7477259635925293
