smiles,mu,gap,cv,TPSA
O=CC1(C#N)C2COC12,5.4363,0.2162,28.177,50.09
CC#CC(O)C1(C)CC1,1.9889,0.2877,38.899,20.23
O=CC1NC11CCOC1,1.8813,0.2195,30.441,48.24000000000001
CC(C#N)C(O)CO,4.3244,0.3125,33.093,64.25
CC1(C#C)N2CC2C1=O,2.0104,0.2101,32.092,20.08
OC1CC2(NC12)C#C,2.0964,0.2583,28.309,42.17
CC(C#C)C1=CNN=C1,2.4962,0.258,31.956,28.68
COC1CC(O)CCO1,2.6177,0.3288,34.712,38.69
CCNc1nc(co1)C,1.7313,0.2324,33.674,38.06
CCC1C2NC2C1C#C,2.0368,0.2789,34.545,21.94
NC1CC=CCOC1=O,2.0632,0.2257,31.594,52.32
COC1(C)C2CCC12O,1.0439,0.3102,36.662,29.46
CC1=CCCC2OC12C,1.7952,0.2467,34.341,12.53
CCC1(O)C(C)CC1=O,2.1646,0.2175,37.76,37.3
OC1C2OC11CC=CC21,2.0382,0.2466,28.242,29.46
CC12C3OC1C3C21NC1,1.7466,0.307,30.107,31.17
C#CC1COCC=CC1,1.6109,0.2531,32.651,9.23
ON=C1CC2COC1C2,1.969,0.2465,29.327,41.82000000000001
C(C#N)N=C(C(=O)N)N,3.135,0.2198,33.088,105.25999999999999
OCC1CC11CC2OC12,1.6545,0.325,32.42,32.76
OC12CC3OC1C2O3,1.9688,0.2949,23.362,38.69
N=C1NC=CC=CC1=O,6.2032,0.1501,28.045,56.71
OCC1(CC2CC12)C#C,1.6194,0.2903,34.154,20.23
Cc1nc(no1)NC,1.7744,0.2225,27.874,50.95
CC1C2CN3C2C13C,1.6707,0.3225,29.261,3.01
Cc1c2c([nH]n1)NCC2,2.9923,0.2337,30.155,40.71
O=C1COC(CN1)C#N,2.2158,0.2541,28.86,62.12
CN1CC11C=CCC1=O,3.5669,0.2008,31.402,20.08
O=CC(NCC#N)C#N,2.1935,0.2128,31.063,76.68
CC1=CC(=N)OC1CO,2.8373,0.2141,32.678,53.31
CN1CC1C1CC=CC1,1.1582,0.2472,33.805,3.01
CC12OC3C=CC1(C)C23,1.5321,0.2209,31.92,9.23
OCC12CC1(CC2)C#N,3.8267,0.2782,32.386,44.019999999999996
CC1C2OC1(C)CC2C,1.5471,0.3285,36.193,9.23
C1CC23OC(OC12)C=C3,1.6878,0.2424,26.66,18.46
C1CNC(=O)C=C1C=O,2.3926,0.1645,29.26,46.17
CCC(O)CC#CCO,3.0142,0.2803,39.549,40.46
C1OC2CCCC1C=C2,1.4442,0.2497,30.1,9.23
Cc1c[nH]c(=NC)o1,3.3022,0.2181,29.726,41.29
OC12C3C4C3C1OC24,0.4941,0.3004,23.294,29.46
N=C1CNC2CC2CO1,3.2564,0.26,30.573,45.11
CCC(C)CC(C)O,1.3703,0.3331,39.171,20.23
CC1(CC2(O1)CC2)C,1.5157,0.3062,32.759,9.23
CC(C#N)C1(O)CCC1,4.8436,0.3081,35.71,44.019999999999996
OC1=COC(=N)OC1=O,3.7341,0.1864,27.364,87.43
CN1CC(C1)C#CCO,1.6082,0.2497,35.443,23.47
CC(C)C(C)C1(O)CC1,1.2619,0.3016,42.32,20.23
O=CCC(=O)C1CN1,1.2007,0.2117,27.831,56.08
CC#CC1OCCC1O,1.9158,0.2818,34.134,29.46
C#CC1(CC1)C1OC1,1.976,0.2931,29.445,12.53
OC1C2CC1C1CC21,1.6729,0.3212,26.952,20.23
ON=C1C2CC1N2C=O,3.3441,0.2399,29.255,52.900000000000006
Cc1cnoc1N2CC2,3.4898,0.2208,29.868,29.04
c1cc(c(c(c1)F)F)O,0.8546,0.2297,27.504,20.23
CC(=O)C(C#C)C1CO1,1.9403,0.2262,34.182,29.6
CCCCC1(C)CCO1,1.5333,0.3191,39.269,9.23
CCC1=C(CCC1)CC,0.1493,0.2498,38.4,0.0
CCC12CC3OC(C1)C23,1.8403,0.3099,31.623,9.23
OC1(C=O)C2CC(=O)C12,3.3445,0.1962,29.748,54.37
C1CN2C=NC3C(O1)C23,3.2333,0.2289,25.61,24.83
OCC1CN2N=CN=C12,2.752,0.269,27.521,50.94
OC1C2CC3CC3(O)C12,2.8032,0.2931,31.941,40.46
C1CC(=O)CCC1=NO,2.2626,0.2218,31.853,49.66
CC1CC2C(C3CO3)C12,1.6813,0.3293,32.805,12.53
c1c2c([nH]n1)COC2,1.411,0.2469,22.74,37.91
c1c2c(no1)CN=CO2,2.0588,0.223,23.741,47.620000000000005
CCC1CN(C=O)C1=O,5.6193,0.2168,32.38,37.38
CC1=CNC(C1=O)(C)C,4.0978,0.1844,35.986,29.1
Cc1c[nH]nc1OC,1.5876,0.2443,28.842,37.91
CC12OC1C1OC21CO,2.4765,0.292,31.883,45.29
CC1C=CCOCC=C1,1.0156,0.2464,33.482,9.23
CCC1(C)CC(O)C1C,1.2174,0.3219,40.992,20.23
CC1C(C#C)N1C=O,3.6331,0.253,29.647,20.08
CN1CC2CC2C1C#N,3.5946,0.2569,31.512,27.03
O=CC1CC2NC12,4.0016,0.2082,22.878,39.010000000000005
c1c(nc[nH]1)C=O,6.8913,0.205,19.978,45.75
OCC12CC1C1C(O)C21,2.4876,0.2752,33.291,40.46
O=CC1(CN1)C(=O)C#N,2.7865,0.1863,29.139,79.87
CCN=C1C=CCCO1,2.9972,0.207,32.888,21.59
O=CC1C2C3CC2C13,3.1445,0.2195,24.76,17.07
CC1NC(=O)C2CC12,3.941,0.2657,27.777,29.1
c1c2n(c(n1)C#N)CC2,6.5939,0.2088,25.649,41.61
OC1=NNC(=N)C(=N)N1,4.7016,0.1811,29.64,112.4
CCC1(OCC1=O)C=O,2.7164,0.1936,32.827,43.370000000000005
CC(C)(C#N)C(C)(C)O,5.0337,0.3235,41.642,44.019999999999996
c1c(nc(c(n1)N)O)F,2.3836,0.1748,28.063,72.03
CCC1CC(=N)NC1=O,0.4262,0.2479,32.726,52.95
CC(O)C1(CO1)C(N)=O,3.0036,0.2636,35.571,75.85
Cn1nnc(=O)nn1,5.4135,0.1496,23.237,73.56
CC(O)C12C3CC1OC23,2.3789,0.2928,31.999,29.46
CC1(O)C2CC(C)(C)C12,1.2928,0.3178,38.846,20.23
CC12CC3(O)CCN1C23,2.0119,0.303,32.623,23.240000000000002
O=CC12CC1C1CCN21,3.3847,0.2017,29.281,20.310000000000002
c1cncc2c1nno2,1.761,0.1868,22.466,51.81
Cc1c[nH]c(c1C)C,1.6198,0.241,32.973,15.79
N#CC1C2CC1C2(C)C,4.484,0.3288,33.593,23.79
CCC1(C)CO1,1.7595,0.3465,25.512,12.53
O=CC12CC(O1)C2C#C,2.098,0.2079,30.183,26.3
CCC12CN1C=CC2=O,2.6782,0.1881,30.946,20.08
CCC1COC1=O,3.9218,0.2805,24.829,26.3
CC1CC(N1)(C#N)C#N,4.9361,0.2477,31.809,59.61
C1COC(O1)CCC#N,5.2974,0.3081,30.946,42.25
C#Cc1c[nH]c(c1N)O,0.6995,0.2006,32.992,62.040000000000006
CNc1ccc(=O)[nH]c1,5.2852,0.1538,30.909,44.89
CNC(C#N)C(C)=O,2.7425,0.2048,31.572,52.89
C1C2C3COC4C1C4C23,1.4053,0.3087,26.801,9.23
CC1C2N(C)CC12O,2.0402,0.2708,32.315,23.47
CC1OC2C=CC(O)C12,0.4223,0.2434,31.357,29.46
CN1CCc2c1n[nH]n2,1.7063,0.2014,28.692,44.81
CN1CC11C2CC1(O)C2,1.6014,0.3068,33.387,23.240000000000002
c1c(=O)c(=O)[nH]ncn1,2.7635,0.1486,25.627,75.71000000000001
CC1COC2=C1ON=N2,5.039,0.1837,27.467,48.150000000000006
CCCC12CC1C(=N)O2,3.1219,0.2793,33.74,33.08
NC(=O)CC1CC(=O)N1,6.4131,0.2583,32.853,72.19
CC1COC(C)O1,1.131,0.3423,26.742,18.46
CCC1(CC(=O)C1)O,3.2276,0.2206,32.374,37.3
CC#CC(C)(O)C1CO1,2.1561,0.2851,37.282,32.76
CC1(CNC1=O)C,3.4842,0.2823,27.589,29.1
N#CC12C3CC1NC23,4.8839,0.261,23.358,35.82
C(C1CC1)C12CCC1O2,1.6759,0.3264,32.897,12.53
c1c([nH]cnc1=O)CN,8.629,0.2016,29.418,71.77
C(CC#N)C#N,0.0004,0.3384,20.047,47.58
C1C23CCOC12CCO3,0.1709,0.3045,29.093,18.46
N#CC12CC1CO2,4.5933,0.2541,21.459,33.019999999999996
CC(C)C1CCCCC1,0.0472,0.3661,39.085,0.0
CC1=CC(O)CC2CC12,1.8109,0.2438,34.235,20.23
OC1CNCC(=O)C1=O,2.733,0.1543,30.396,66.4
O=C1CC2CC=CC2N1,3.9723,0.2444,28.612,29.1
CCC(O)C1CC1,1.5094,0.3356,30.648,20.23
CCN(C)c1ccc[nH]1,1.8052,0.2275,35.326,19.03
CNC1=C(OC)ON=N1,2.9896,0.1704,33.876,60.18
C#CC(C1CC1)C1CO1,1.0728,0.3064,34.056,12.53
CC12CC(COC1=N)O2,3.0503,0.2674,30.214,42.31
N#CC1CC2C3CC3N12,3.7188,0.2454,28.125,27.03
CCOC(CO)CC=O,3.4745,0.2233,37.62,46.53
CCC#CC(=O)N(C)C,3.882,0.2238,37.645,20.310000000000002
CCOc1ccoc1N,0.9413,0.2155,33.42,48.39
CCCOCC(N)C#N,4.8551,0.2851,37.799,59.04
CCC1(O)C2C3CN3C12,1.5341,0.2794,33.991,23.240000000000002
c1cn2ccnc2cn1,3.5894,0.1814,23.442,30.19
CNC(=O)C(C)N1CC1,3.2601,0.2746,36.462,32.11
COC12CC(C1)C=CC2,1.0115,0.2544,32.357,9.23
O=CC1=CC(CC1)C#C,2.7076,0.1923,31.651,17.07
O=C1CC2CC1(C2)C#C,3.1761,0.2238,30.187,17.07
Cc1cc([nH]n1)CC#C,2.2278,0.262,32.444,28.68
c1c(non1)CC(=O)N,5.3552,0.2314,28.53,82.01
CCC1(CO1)C(C)CO,2.7886,0.324,39.526,32.76
CC(O)(C#C)C1(O)CC1,0.289,0.2868,38.804,40.46
O=C1CC2CCC12C#C,2.9213,0.2096,31.524,17.07
C1CC(C1)(C2COC2)O,3.3749,0.2958,33.612,29.46
C(=O)N(C=O)C=O,3.1817,0.2162,22.07,54.45
Cc1cn(nc1O)C=O,3.754,0.2049,29.803,55.12
C1C2C1N1C3C=CC1C23,1.4228,0.2163,26.455,3.24
CCC(=O)C1C2COC12,3.314,0.2201,32.374,26.3
Cc1nc(co1)CC=O,3.1435,0.212,30.199,43.1
CC1(CO)C2CC1C2=O,2.4155,0.252,33.448,37.3
COC1CCC(C)=CC1,0.9781,0.2617,36.249,9.23
CC1C2C3COC3C12C,1.7108,0.301,33.155,9.23
N=C1CN2N=CN=C2N1,2.1717,0.2174,25.482,66.59
O=CC1CC2CCOC12,2.6777,0.2248,29.77,26.3
C1C2C=CC1C1OC21,1.8327,0.2374,23.201,12.53
CCC12CC=C(C)C1O2,1.6826,0.2445,34.729,12.53
COCCOC1CC1O,2.9609,0.3107,36.453,38.69
COC1(C)CC=C(C)C1,0.8347,0.2602,37.82,9.23
CN(C)C1COC1CO,3.1056,0.2775,36.731,32.7
CC12N3CC1(C3)OC2=N,2.2309,0.2239,30.285,36.32
c1c(c(n[nH]1)N)CCO,2.1798,0.2256,33.42,74.93
CCN1CC(C)(O)C1=O,2.553,0.2675,36.481,40.54
c1c(c([nH]n1)NC=O)N,4.3747,0.2072,29.333,83.8
OC1C2OC1C(O)C=C2,2.9401,0.2326,30.646,49.69
CC1CC2(C)OC1C2O,1.488,0.3324,34.584,29.46
ON=C1CC2(OC12)C#C,1.7835,0.2329,30.686,45.120000000000005
CN=C(C1CC1)NC=O,1.6392,0.2221,33.844,41.46
COCC12CCC1CC2,1.0069,0.3299,34.962,9.23
CC1C2OC3C2C13C#C,1.2895,0.2597,31.016,9.23
OCCC1C2CCC1O2,1.6571,0.3179,32.593,29.46
CCC1CN1C(=O)CO,4.0319,0.2567,35.405,40.31
OC1CCOCC2OC12,2.7225,0.3012,31.233,41.99
C1CC(=NO)C(=O)OC1,4.1896,0.2001,29.75,58.89
CCOc1c(nno1)C,4.243,0.2115,32.491,48.150000000000006
CCC1CC2C(C)C2C1,0.1273,0.3299,36.994,0.0
CC12CCC1OC=NC2,2.2664,0.2749,31.333,21.59
OC(CCC#N)C1CO1,4.5285,0.313,33.871,56.55
NC1=[NH+]C(=N)C=C([O-])N1,8.072,0.1583,31.211,102.85999999999999
CC#CCC#CC,0.291,0.2875,29.477,0.0
CC1C(O)CC1O,2.6126,0.3141,29.144,40.46
CC1CC2=C(O1)C=CN2,2.771,0.2188,30.263,25.02
COC1OCC2CC12,1.2693,0.345,28.008,18.46
O=C1NC2COC2C1=O,6.1174,0.1605,26.372,55.4
C(C(=O)N)N(C=N)C=N,2.1636,0.2094,33.044,94.03
OC12C3CN(C13)C2=N,1.863,0.257,25.048,47.32
CCn1nc(nn1)CO,3.5432,0.2461,30.841,63.83
CC(O)C(C#C)C(C)=O,2.9582,0.2167,37.804,37.3
OC1C=CC2CC12C#N,4.7362,0.2428,30.011,44.019999999999996
N=C1C=NON=C1C#N,4.5568,0.1854,25.5,86.56
CC(C)CCCO,1.299,0.3422,33.643,20.23
CC(CO)CC(C)(C)C,1.299,0.3357,44.88,20.23
CC1CC(O1)=NCC=O,5.0814,0.2239,32.867,38.66
CC(NC(=O)C#C)C#C,3.3399,0.2289,35.676,29.1
O=C(C#N)C12CCC1O2,4.0133,0.1903,28.352,53.39
C1C2CC3CCC3C12,0.263,0.3342,27.185,0.0
CC12CC3C=CC(O1)C23,1.6551,0.2349,29.354,9.23
COCCC(OC)C#C,1.4745,0.2863,38.648,18.46
C1CN=C(OC1)C(=O)N,3.839,0.2146,30.952,64.67999999999999
CCc1c(cncn1)F,1.4917,0.2088,28.794,25.78
CCCOC(=O)NC=N,4.1761,0.2537,35.147,62.18
CC#CC(C)CC=O,2.8808,0.2191,33.666,17.07
CC1=CC(O)CNC1=O,2.1891,0.2106,32.726,49.33
O=CC1CCCCCO1,2.9851,0.2243,33.217,26.3
CC1NCC2=C1N=CO2,1.7781,0.2213,28.39,38.06
COC1COCC(=O)O1,3.4913,0.2559,30.397,44.760000000000005
CCC1OCC(C)CO1,1.5032,0.3385,35.868,18.46
C(C=O)OCC(=O)C=O,2.3852,0.1334,31.818,60.440000000000005
CN1C(=N)OC(N)=C1N,3.5912,0.2242,33.969,93.96
OC1CCC11CC(=O)N1,5.0891,0.2855,32.418,49.33
CC(C1CN1)C(F)(F)F,1.431,0.3198,32.495,21.94
CC1CC1C12CC(C1)C2,0.2245,0.3459,33.875,0.0
N#CC12CN3CC1C2C3,3.8324,0.2909,26.552,27.03
CC(O)C1CCC(=O)N1,3.1404,0.2702,34.286,49.33
CC1C2C(=O)C=CC12C,3.7313,0.184,32.802,17.07
CN=c1cc[nH]c(n1)F,4.7606,0.1927,29.339,41.04
CC1C2OCC2NC1=O,3.6849,0.2704,29.961,38.33
NC1=NC(CO1)C=O,2.1979,0.2031,26.444,64.68
COC(C)C1CN1C,1.9815,0.291,34.577,12.24
C1C=C(CC1=O)CC=O,3.5008,0.2089,30.996,34.14
CCC1COC11CC1,1.768,0.3015,31.48,9.23
N=COC1COC1C#N,5.8169,0.2697,29.518,66.1
CC1OCC(C)(C)C=C1,1.0386,0.2643,37.254,9.23
CC1N(C)C1(CO)C#N,4.231,0.2657,36.436,47.03
O=C1CC2OC2C11CC1,2.7218,0.2273,29.038,29.6
CC1CC(=NO)C1C#C,1.0313,0.2478,35.158,32.59
c1c(c(c([nH]1)N)O)C#N,4.6822,0.2056,30.846,85.83000000000001
N=C1CC2C3CC3C2O1,3.3484,0.2808,28.002,33.08
C1CC23OC4(CCC24)C13,2.5735,0.2147,30.485,9.23
CC12OC1(CO)CC2=O,2.2322,0.2168,33.076,49.83
COC1C2COCC12O,1.921,0.3042,33.026,38.69
COC1C(O)COC1C,2.8506,0.3073,35.399,38.69
C1CC23CC(CC2)C13,0.0704,0.3155,26.875,0.0
CC(CO)C1CC1C=O,2.7072,0.2277,37.043,37.3
CC1C(O)C1C1CN1C,2.514,0.2822,37.207,23.240000000000002
CC12CCC(O1)C21CO1,0.4547,0.3374,31.144,21.759999999999998
OCC1NC(=O)CC1=O,2.9871,0.2055,31.258,66.4
C1C2COC=NC1C=C2,2.3122,0.241,27.552,21.59
CC1C2C(O)C1C21CO1,1.2161,0.3256,32.7,32.76
CC1C2CCN2C1C=O,1.9126,0.19,32.202,20.310000000000002
Cc1c(cnc(n1)F)F,2.702,0.2137,26.796,25.78
C#Cc1cc[nH]n1,2.7542,0.2274,21.442,28.68
c1noc2n1nc(n2)O,0.6316,0.22,22.707,76.45
[O-]C(=O)C1CC[NH+]=CN1,7.0453,0.2463,29.714,66.13
CCC1(CC1C)C=O,3.0526,0.2321,33.673,17.07
OCC1COC(C1)C#C,1.9712,0.2925,33.873,29.46
CC1(CC(=O)C1(C)C)C,2.807,0.2193,39.826,17.07
CCC(CC)NC=O,3.5936,0.2825,35.26,29.1
CC12OC1CC=C2CO,0.9962,0.2457,33.331,32.76
CC1C(C)C11CN=CO1,2.0157,0.2568,33.311,21.59
OCC1CC1(O)C#C,2.7097,0.2712,32.072,40.46
COC1=CC(=N)NN=N1,1.8268,0.1513,29.092,74.65
OC1C=CC2=C1NC=C2,1.382,0.1756,28.568,36.019999999999996
C1CC=C(C(=O)C1)C=O,4.4513,0.1599,30.005,34.14
O=CNC1CCNC1=O,3.3074,0.269,30.321,58.2
CC1CC(C)C11CO1,1.7437,0.3272,32.027,12.53
COCC(C)C(O)C=O,1.9781,0.2158,37.884,46.53
N#CC1CC1CC1CC1,4.2743,0.3106,33.467,23.79
O=C1C2CC3C2N13,4.2036,0.2506,19.383,20.08
Cc1cc(n[nH]c1=O)F,1.9815,0.1737,28.221,45.75
C1OC1C12CC1OCC2,2.562,0.3171,30.173,21.759999999999998
CC12C3C1C1(C)CC3C21,0.285,0.3239,32.198,0.0
c1c(c(=O)oc(n1)O)F,3.9918,0.1877,25.317,63.33
CN1CC(C2CO2)C1=O,2.4415,0.2763,31.569,32.84
CC1C2NC(=O)C12,3.7781,0.2534,23.542,29.1
C(=Nc1noc(=O)o1)N,8.1861,0.2048,27.059,94.61999999999999
CCC1C(OC)C1(C)C,0.904,0.3107,41.617,9.23
COC1OC(=O)C2NC12,4.4333,0.2533,28.914,57.47
c1cc(=O)oc(c1N)F,4.8387,0.1546,28.255,56.230000000000004
OCC1(OC1C#N)C#C,2.9111,0.2579,32.158,56.55
CCOC(=N)OCC,1.4112,0.3172,33.228,42.31
CCc1cnn(n1)C,0.3687,0.2483,28.356,30.71
OC1C2CC1(O2)C1CC1,1.5318,0.2993,32.047,29.46
OC1C2COC1C=CC2,1.772,0.2496,29.554,29.46
CC1(O)CCOC1(C)C,1.9805,0.3072,39.074,29.46
C1CC1C1CCC=C1,0.1177,0.2636,29.284,0.0
CC1(O)C2CC2C1=NO,0.7626,0.2418,34.179,52.82000000000001
CC1CC=C(C1)C1CO1,1.7017,0.2439,33.321,12.53
C(C1CO1)C1=NCCO1,2.2235,0.2715,29.886,34.120000000000005
c1cc(ccc(=O)c1)O,5.2584,0.1514,28.291,37.3
OC(C#C)C1=CC=NO1,2.0812,0.2373,29.481,46.260000000000005
COC1C(O)C1(O)CO,2.453,0.2871,36.341,69.92
CN=C1OCC=CC1O,3.0,0.2533,32.168,41.82
C1OC1C1CC2CN12,1.9712,0.3144,26.426,15.54
CC12CC(C1)C1CC21O,1.204,0.3166,33.207,20.23
CC12CCC(OC1)C2=O,2.5094,0.2058,30.877,26.3
OC12CC(C1)(CC2)C#N,4.6436,0.3047,31.126,44.019999999999996
CCN1CC11CCOC1,1.9596,0.313,34.188,12.24
CN=c1[nH]cc(o1)OC,2.5389,0.2245,32.893,50.519999999999996
CC12CC3CC4C1N4C23,1.6616,0.3007,28.984,3.01
NC(=O)C1=NC2CC2N1,1.3985,0.1895,30.578,67.48
CN=C1ON=CC(F)=N1,2.4331,0.1589,27.619,51.28
CN1C2C=CC3(CN3)C12,2.3557,0.219,30.93,24.950000000000003
CC1(C=CCC1=O)C#C,2.5044,0.2135,33.171,17.07
CC12CC(CCO)C1N2,2.6788,0.3237,36.111,42.17
OCC1NC(C=O)C1O,1.9896,0.2093,33.684,69.56
CCC1C2C=CC1N2C,0.8862,0.2137,34.205,3.24
CC(C)CC1OC2CC12,1.6222,0.3175,36.231,9.23
O=CC12CC3CC(C1)C23,2.8907,0.2172,29.225,17.07
CCCC(=O)C(C)CC,2.3163,0.2297,41.673,17.07
O=CC1CCCC(=O)O1,3.0592,0.219,30.227,43.370000000000005
CN=CNc1cocn1,1.3941,0.2106,29.756,50.42
C1CC2C1C=C1CCC21,0.4332,0.2442,29.988,0.0
CCOCc1ccn[nH]1,3.6165,0.2587,32.041,37.91
CCOC1CC2OC12C,2.4655,0.3247,35.383,21.759999999999998
CCC1C(C)COC1C,1.546,0.3109,38.574,9.23
CC1CC=C(CC#C)C1,0.616,0.2561,35.67,0.0
O=C(C#N)C(=O)C1CO1,3.7524,0.1432,28.281,70.46
C1COC2C3OC2C3C1,2.4642,0.3085,28.305,18.46
CC1=CC(=N)NN=C1F,1.0204,0.1569,29.627,52.53
CCC1CN1C(C)C=O,2.8039,0.2156,37.661,20.08
CC(C)OC1CCCC1,0.9593,0.3153,38.252,9.23
O=CC1C2C3N=CN1C23,3.8626,0.1994,25.718,32.67
COC1CN2C=CN=C12,2.6181,0.252,28.651,27.05
CC1CC(CC=O)O1,3.7143,0.2234,30.329,26.3
COC1(CC2CC12)C#C,0.9845,0.2858,34.105,9.23
Cn1c(ccc1O)C#C,1.9505,0.1921,33.214,25.16
CNC1(C)C(O)C1C#N,3.8722,0.2484,36.625,56.05
C(C=O)C(=O)C(=N)N,4.7495,0.1843,29.753,84.01
CNc1nc(no1)CO,4.5331,0.2425,31.258,71.18
c1c2c(no1)C=CCO2,3.4581,0.1851,24.928,35.260000000000005
Cc1cnc(nc1)O,2.7449,0.2068,25.155,46.010000000000005
N=C1NN=CC(=C1)C#N,3.6906,0.1427,26.761,76.32
O=C1CCC2CNC2=C1,5.3018,0.1988,29.245,29.1
O=CCC12CN(C1)C2,2.0644,0.2072,26.963,20.310000000000002
COC(C)CCC1CO1,1.6703,0.3362,38.128,21.759999999999998
CC1=CC(=O)N(CC1)C,4.2798,0.2046,33.721,20.310000000000002
OC1CC2(C1)C1COC21,1.2467,0.3027,31.322,29.46
C1OC2C1C1COCC21,2.62,0.3077,27.45,18.46
CC1NC(C#N)C1N,3.8496,0.2645,30.434,61.84
CC1NCC(=O)C1O,2.1652,0.1999,29.544,49.33
c1c(onc1O)CC=O,1.6416,0.2117,28.592,63.330000000000005
CCC1(O)C(C)C1(C)C,1.3689,0.3096,43.264,20.23
COC1(CC1(C)C)C#C,0.9001,0.2771,39.402,9.23
COC1C2CC3CN3C12,1.211,0.2944,31.028,12.24
CCC1OC(=NC)C1N,1.1369,0.2649,36.777,47.61
CN=C1NCCC(=O)N1,2.1288,0.2181,31.719,53.49
CC12CC1C1CCC1C2,0.2496,0.3278,33.198,0.0
CCC1CCC=C1CC,0.212,0.2545,38.164,0.0
O=C1C2C3OC4C3C1C24,2.2349,0.2309,23.663,26.3
O=CCC1(CN1)C1CC1,1.2759,0.2149,33.927,39.010000000000005
COC1CCC1C(N)=O,3.5011,0.27,34.636,52.32
CCC1COC1(C)C,1.7721,0.3175,35.194,9.23
c1(nc(=O)onn1)N,5.944,0.1688,23.355,94.89999999999999
COCCC1COC1C,2.0288,0.324,36.957,18.46
O=C1CC(C1)C1CO1,3.6025,0.2255,27.221,29.6
CC1N=COC1(C)C#C,1.531,0.2688,33.938,21.59
CC(O)C1CCOC1,2.8043,0.3006,31.568,29.46
c1[nH]cnn1,5.498,0.2715,12.36,41.57
CC#CC12CCC1(C)O2,2.0395,0.2561,34.86,12.53
COc1ncc(o1)C#N,4.961,0.2029,27.075,59.050000000000004
O=CN1CC2(CN2)C1=O,6.7196,0.2107,28.837,59.32
CC(=O)CC1NC1C=O,1.8492,0.2205,33.918,56.080000000000005
NC(CCC1CO1)C#N,3.7552,0.2974,34.513,62.339999999999996
CC12C(O)CC1CC2O,3.1209,0.2972,35.34,40.46
O=C1COC2CCC2N1,3.7609,0.2616,29.286,38.33
CC(C#N)C1=CN=CO1,3.3669,0.2423,28.555,49.82
CC1NC1(C)CC=O,2.544,0.2187,33.178,39.010000000000005
OC1(CCC(=O)C1)C#N,2.8572,0.2203,31.451,61.089999999999996
CN1CC12COCOC2,1.6669,0.3088,31.912,21.47
C1OC1C12OC3CC1C23,2.4131,0.3015,27.677,21.759999999999998
CC1NC(CO)C1C#N,4.4962,0.2711,34.112,56.05
CC(C#C)C(N)=O,3.0247,0.2724,28.782,43.09
OC12CCC3C(C=C1)C23,1.2877,0.2416,30.014,20.23
CCC12CCC3C(O1)C23,1.5272,0.3049,31.931,9.23
CCc1c(c(no1)O)C,2.1129,0.246,33.41,46.260000000000005
CC(C1CO1)C(=O)C#N,2.1026,0.19,32.128,53.39
CC1OC2CC12NC=O,2.9978,0.2524,32.288,38.33
CCC1=CCCC12CC2,0.1263,0.2425,35.503,0.0
CC(=O)NC=NC,2.0056,0.2355,27.814,41.46
OCC(C#N)C(O)C=O,3.0014,0.2331,33.821,81.32
OCCC12CC1CCC2,1.3057,0.3361,35.332,20.23
N=C(OC=O)C#C,4.1393,0.2223,23.293,50.15
c1(c(n[nH]n1)N)N,0.9445,0.214,23.877,93.61
CC12CN1C(=O)C(=O)C2,5.2374,0.1549,30.114,37.15
CCC1(C)CC2CC1C2,0.0858,0.3697,36.217,0.0
CC12OC3(CCC13)C=C2,1.8538,0.2199,31.347,9.23
OC1CCC(=O)NC1=N,1.269,0.2405,30.726,73.18
OCC1C2C3OC1C23,2.0115,0.2932,26.102,29.46
c1c(c(cnc1N)O)O,1.3826,0.1959,31.12,79.37
OCC12OC1C(O)C=C2,1.0076,0.2412,31.334,52.989999999999995
CCC(C)C1=COC=C1,0.879,0.2426,34.545,13.14
OC1CCC11CCC1O,1.7095,0.3102,35.033,40.46
CN1C2C3C2C2OC3C12,1.8215,0.2996,26.572,12.47
c1cnc(c(=O)[nH]1)CO,2.4468,0.175,29.052,65.98
C1CC2CCC3OC1C23,1.6879,0.3188,28.582,9.23
COC1COC1(C)C,1.9768,0.3195,33.607,18.46
CC1CCC(=O)C(=N)O1,5.2985,0.1903,31.873,50.150000000000006
COC(=O)C1CC1,1.5577,0.2847,25.703,26.3
CC(CO)OCC(N)=O,4.1511,0.2391,36.937,72.55000000000001
CC1=CC2CC3C(C1)C23,0.2665,0.2509,31.156,0.0
COC1CCN2CC12,1.873,0.311,28.763,12.24
CCC1C(C2CN2)N1C,0.547,0.2913,37.114,24.950000000000003
CC1(COC1=N)C(N)=O,1.3236,0.2575,32.858,76.16999999999999
CC1CN1C1(CC1)C#C,1.4446,0.2612,36.057,3.01
O=C1CC2CN2C(=O)C1,3.1115,0.2192,28.45,37.15
C(c1c(nc(o1)N)O)O,2.8759,0.2198,31.904,92.51
CC1C=CCC1CC=O,2.7167,0.2257,34.189,17.07
CC12OC=NC3C1OC23,1.5399,0.2414,27.071,30.82
OCC(C=O)C#N,1.2156,0.2226,25.15,61.089999999999996
OCC1CNC(=O)C1,3.2754,0.275,28.969,49.33
CN1CC2C1C2(O)C=O,3.4363,0.2045,32.401,40.54
c1c(c(c2n1CC2)N)N,1.3328,0.218,32.234,56.97
CC1C2OC2C1O,1.8625,0.3269,24.942,32.76
NC1=NC2(CC2O1)C#C,1.9686,0.2591,30.638,47.61
CC1CC(C#N)C(=N)O1,4.8632,0.2739,30.841,56.870000000000005
Cc1ncc(nn1)OC,1.572,0.1674,29.896,47.900000000000006
