index,selfies,smiles,SA,pred_D,pred_P,pred_EG,pred_r0,vgae_score,reward,img_page,img_tile
69,CC(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],CC(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.9596423657706594,0.7979408103937732,0.5949622331573989,0.8999064931473968,-0.39817027212780176,,0.6429275496591094,mols/page_0004.png,9
70,O=[N+]([O-])N1CN([N+](=O)[O-])C2C1C1C2N([N+](=O)[O-])CN1[N+](=O)[O-],O=[N+]([O-])N1CN([N+](=O)[O-])C2C1C1C2N([N+](=O)[O-])CN1[N+](=O)[O-],1.6492669435287097,1.350611026613017,1.3559651372344845,1.5937770910892453,0.8864357359733199,,1.3665912468545445,mols/page_0004.png,10
71,O=[N+]([O-])N(CCN(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],O=[N+]([O-])N(CCN(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.838487645650445,1.0056275719025527,0.7527606857956565,1.1131347417621502,-0.3026239693371392,,0.825819144411414,mols/page_0004.png,11
72,O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CCN(CCN(CCN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CCN(CCN(CCN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],3.131772261510376,0.6142154886868463,0.45337809872783663,0.4651788473554553,-0.16486135528627668,,0.45079742696898334,mols/page_0004.png,12
73,CCN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],CCN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.7439038473124213,0.3028927503616339,0.1493894979377563,0.12592921014357772,-0.47032715151142523,,0.13527889939265064,mols/page_0004.png,13
74,CC(CN(CN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],CC(CN(CN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.2735676759431467,0.9216604018690441,0.7709464545379019,0.7059713221035658,0.16049420610302745,,0.7464073281517303,mols/page_0004.png,14
75,Cc1c([N+](=O)[O-])c(N(C)[N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],Cc1c([N+](=O)[O-])c(N(C)[N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],1.755885732905358,0.15021595529106826,0.0748206272380925,0.2732385854581592,-0.10887784401742061,,0.1324436344860994,mols/page_0004.png,15
76,NC(=O)CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],NC(=O)CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.701719749037849,1.0272714298219312,0.9228631362550981,0.833203985502346,0.25392332586291827,,0.8700972702760836,mols/page_0004.png,16
77,CN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],CN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.701719749037849,0.8285187500648457,0.7066488027878225,0.509582703873682,0.1818962448605914,,0.6475615038135223,mols/page_0004.png,17
78,O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CCN(CCN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CCN(CCN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.838487645650445,0.8400815196059495,0.6969838400133317,0.6196009357752134,0.10472376010158276,,0.6684962938200434,mols/page_0004.png,18
79,CC(CN(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],CC(CN(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.9596423657706594,0.7879477115649349,0.5685706050167575,0.869471478565457,-0.44924715968104056,,0.6187960342260146,mols/page_0004.png,19
80,O=C(OC#COC(=O)N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],O=C(OC#COC(=O)N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.6467906006930217,0.9522949062504684,0.8592062378702653,0.7792715831414442,0.3273132898688593,,0.8186143133209904,mols/page_0005.png,0
81,CC(COC(=O)N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],CC(COC(=O)N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.0926028435074597,0.4962120754410272,0.36157724270996844,0.35116766262347454,-0.24752210745067504,,0.3451871041281512,mols/page_0005.png,1
82,N/C(=N/[N+](=O)[O-])NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],N/C(=N/[N+](=O)[O-])NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.6598833105991515,1.719906308081125,1.7292898960475247,1.5516014428568004,0.8035178360723906,,1.5890063209640901,mols/page_0005.png,2
83,O=C(CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])N(CN(C(=O)CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],O=C(CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])N(CN(C(=O)CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.8869026336239,1.4312660186070303,1.3260030499130229,1.2456544741380657,0.5695280899855739,,1.2671104490194411,mols/page_0005.png,3
84,O=[N+]([O-])NC(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])N[N+](=O)[O-],O=[N+]([O-])NC(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])N[N+](=O)[O-],2.790265751340508,1.327449348965862,1.134841981375829,1.39216767695825,0.06493810720811609,,1.1595955965111746,mols/page_0005.png,4
85,CN(CCN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],CN(CCN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.9596423657706594,0.41737343914609204,0.2516116995660594,0.29049824385188394,-0.4696414242140093,,0.24722463211252008,mols/page_0005.png,5
86,O=[N+]([O-])N1CC([N+](=O)[O-])([N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])C1,O=[N+]([O-])N1CC([N+](=O)[O-])([N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])C1,1.726423335035418,1.4244829670906631,1.3557012976135008,1.472338843932028,0.6182833008318473,,1.335192468831974,mols/page_0005.png,6
87,O=C(CN(CC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=C(CN(CC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.3655207929383306,0.749955081111899,0.6796579456774889,0.4047176514240754,0.3123093316987923,,0.5987920081183095,mols/page_0005.png,7
88,O=[N+]([O-])N1C2C3N([N+](=O)[O-])C1C1N([N+](=O)[O-])C(C(N1[N+](=O)[O-])N3[N+](=O)[O-])N2[N+](=O)[O-],O=[N+]([O-])N1C2C3N([N+](=O)[O-])C1C1N([N+](=O)[O-])C(C(N1[N+](=O)[O-])N3[N+](=O)[O-])N2[N+](=O)[O-],4.482580134081158,2.681375970981472,3.1496382343529326,2.935524324421192,2.615651405049533,,2.8788192817596467,mols/page_0005.png,8
89,O=[N+]([O-])NCN[N+](=O)[O-],O=[N+]([O-])NCN[N+](=O)[O-],1.461790468830701,1.7913365385619135,1.593071991197295,1.704604481425746,0.09785669102317454,,1.5408261753146122,mols/page_0005.png,9
90,O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CN(CN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CN(CN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.7422400836961356,1.1228972151557512,1.1443210426256072,0.6383177062593589,0.8716754558964418,,0.9830573102466789,mols/page_0005.png,10
91,O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CN(C(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CN(C(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.505174135090663,0.9393714411770102,0.8055343595241191,0.8443150249306225,0.10208003646743809,,0.7917270721485886,mols/page_0005.png,11
92,O=C(CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])N1CN(C(=O)CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])CN(C(=O)CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])C1,O=C(CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])N1CN(C(=O)CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])CN(C(=O)CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])C1,3.5744805547995004,0.722910864595867,0.5805896816007532,0.6489469225132983,0.06510831451943898,,0.5959432691690478,mols/page_0005.png,12
93,O=[N+]([O-])N(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],O=[N+]([O-])N(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.552166943381353,1.2902281983123483,1.1067567967334244,1.3645474769431158,0.029514169731427245,,1.127695194638271,mols/page_0005.png,13
94,O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CCC(CCN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CCC(CCN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.9842999454801133,0.8515908669206099,0.7293824510985523,0.6420003398892362,0.17435936715417155,,0.6948075604395054,mols/page_0005.png,14
95,O=C1N([N+](=O)[O-])C2C(C3C2N([N+](=O)[O-])C(=O)N3[N+](=O)[O-])N1[N+](=O)[O-],O=C1N([N+](=O)[O-])C2C(C3C2N([N+](=O)[O-])C(=O)N3[N+](=O)[O-])N1[N+](=O)[O-],1.735885732905358,1.3783104510239588,1.6476650722878934,1.2836070049381938,1.7216381145825936,,1.4697737422375614,mols/page_0005.png,15
96,O=[N+]([O-])N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CC(CN(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=[N+]([O-])N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CC(CN(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.694413902116181,1.330250873370236,1.1520401083407352,1.4159171711007361,0.10401109351748261,,1.1755802403087354,mols/page_0005.png,16
97,O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CCN(CN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CCN(CN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.790265751340508,1.094622716189565,0.9902342321130547,0.8045552094356762,0.4389619390184855,,0.9252232165610317,mols/page_0005.png,17
98,N#CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],N#CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.6798833105991515,1.1238635289575964,0.9337418890534855,1.2295120544246114,-0.07816093463227976,,0.9730367219941293,mols/page_0005.png,18
99,CC12N([N+](=O)[O-])C(=O)N([N+](=O)[O-])C1(C)N([N+](=O)[O-])C(=O)N2[N+](=O)[O-],CC12N([N+](=O)[O-])C(=O)N([N+](=O)[O-])C1(C)N([N+](=O)[O-])C(=O)N2[N+](=O)[O-],1.7958857329053581,0.9018109022613847,0.926070097265604,0.8588315153262164,0.6509386143452193,,0.8732565852372418,mols/page_0005.png,19
100,CN(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],CN(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.8292669435287097,0.7737421130568333,0.5039867543557804,0.9406138345130656,-0.6730269161145462,,0.5898565328934375,mols/page_0006.png,0
101,O=[N+]([O-])N(CCC(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=[N+]([O-])N(CCC(CCN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.694413902116181,1.2820750238119014,1.1195680310172262,1.3675275264089273,0.0960701265107998,,1.136085561892645,mols/page_0006.png,1
102,O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CN(C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.505174135090663,1.0918416179305959,1.1384335221728539,0.4884133817855921,1.019692142069735,,0.9477471825809362,mols/page_0006.png,2
103,CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.617308431519336,1.428698609253835,1.2092045077714304,1.5200272478329335,-0.06357575991884892,,1.2364551015366199,mols/page_0006.png,3
104,CC(=O)ON([C@@H](CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],CC(=O)ON([C@@H](CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.6825801340811584,1.4184462555025505,1.3525748300466849,1.2555564777199575,0.6428421341835868,,1.2804019712882462,mols/page_0006.png,4
105,O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.1825801340811584,1.2069429472869708,1.1685003787384833,0.8140309159339537,0.7394574368503996,,1.0504336178405131,mols/page_0006.png,5
106,O=C(C(=O)N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],O=C(C(=O)N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.4583993249990477,1.1855834841613062,1.0870244039659929,1.0371477343989723,0.4161639554054677,,1.0419648697865451,mols/page_0006.png,6
107,O=[N+]([O-])N1C(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CCC1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=[N+]([O-])N1C(C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CCC1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3.0326028435074597,1.4572747866752314,1.5059991667409316,1.3830842354234663,1.0490988225115987,,1.4125268664656367,mols/page_0006.png,7
108,O=[N+]([O-])N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=[N+]([O-])N(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.0480084467297126,1.5648074435381294,1.5063160298208542,1.4672017849580552,0.6092096592713971,,1.427298826351255,mols/page_0006.png,8
109,O=[N+]([O-])N(CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=[N+]([O-])N(CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.227950530827869,1.4907233853966635,1.5029819402762665,1.1729681346355183,0.9581738319003072,,1.3617071838206223,mols/page_0006.png,9
110,O=[N+]([O-])N(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=[N+]([O-])N(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.0036858610047386,1.5071098677372223,1.5850993072508581,1.0531370095718844,1.2251348158625195,,1.3888159798625082,mols/page_0006.png,10
111,C[N+](=O)[O-],C[N+](=O)[O-],1.482440063862291,-0.8154701353934278,-1.3334179196499545,-0.6663345161412848,-3.177718116195105,,-1.1697953639375176,mols/page_0006.png,11
112,CC(COC(=O)OCC(C)([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],CC(COC(=O)OCC(C)([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.8292669435287097,-1.041543570250488,-1.09906509136768,-1.100782292524341,-1.426529785288835,,-1.1121083286579436,mols/page_0006.png,12
113,CC(C)(COC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],CC(C)(COC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.8492669435287097,-1.3193265778209236,-1.410617839935628,-1.174681250201707,-2.024672563642325,,-1.3810872231326707,mols/page_0006.png,13
114,O=[N+]([O-])C12CC3([N+](=O)[O-])CC([N+](=O)[O-])(C1)CC([N+](=O)[O-])(C2)C3,O=[N+]([O-])C12CC3([N+](=O)[O-])CC([N+](=O)[O-])(C1)CC([N+](=O)[O-])(C2)C3,3.3492669435287103,-0.2690613183617502,-0.5128294244629272,-0.007133692781102582,-1.1866489070093968,,-0.36846860266170606,mols/page_0006.png,14
115,CC(COC(=O)C(=O)OCC(C)([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],CC(COC(=O)C(=O)OCC(C)([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.9158857329053582,-1.1900039375369047,-1.205962939935404,-1.3439807486067574,-1.2807478353972994,,-1.242360230809957,mols/page_0006.png,15
116,CC(COC(=O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],CC(COC(=O)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.8880084467297122,-0.8196787069678058,-0.7872216720308517,-0.8898919610036525,-0.46575237082723603,,-0.7921022763816243,mols/page_0006.png,16
117,CC(COC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],CC(COC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.9158857329053582,-0.26086964843342497,-0.38459314727510013,-0.37072166937176093,-0.777401957859439,,-0.3771029342631129,mols/page_0006.png,17
118,CCC(CCC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],CCC(CCC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.9596423657706594,-0.559747364860239,-0.6923630234080459,-0.5786198610681741,-1.1528437757598222,,-0.6635598275665231,mols/page_0006.png,18
119,CC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],CC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.636601054988479,-0.7600579310149336,-0.9296062690393311,-0.6605924914530653,-1.537807406990038,,-0.8638310201292961,mols/page_0006.png,19
120,O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCCOC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCCOC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.2735676759431467,-0.48980038678423404,-0.5764518256576072,-0.6240500546826653,-0.7826404246064844,,-0.5786422392030788,mols/page_0007.png,0
121,O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCNC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCNC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.227950530827869,-0.3235826285522018,-0.4022493202648137,-0.37059360113025497,-0.6461611002122145,,-0.39119322637649995,mols/page_0007.png,1
122,CC(C)NC(=O)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],CC(C)NC(=O)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.657308431519336,-0.7680461251101873,-0.9389131637567724,-0.6710063202099266,-1.5856221918284268,,-0.8768038921509216,mols/page_0007.png,2
123,O=[N+]([O-])C(CO)(CO)[N+](=O)[O-],O=[N+]([O-])C(CO)(CO)[N+](=O)[O-],1.518091503851731,-0.21838012350741184,-0.30645733099731687,-0.4738434712473023,-0.3334547584341723,,-0.320176586182032,mols/page_0007.png,3
124,CC(C)(C)NC(=O)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],CC(C)(C)NC(=O)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.698407953408093,-1.3651644193513792,-1.4938617957034521,-1.0555021089130123,-2.2819892829715944,,-1.418040541009431,mols/page_0007.png,4
125,O=[N+]([O-])c1cccc(C([N+](=O)[O-])[N+](=O)[O-])c1,O=[N+]([O-])c1cccc(C([N+](=O)[O-])[N+](=O)[O-])c1,1.537308431519336,-1.5864047139572592,-1.4713220343781186,-1.3620097120316261,-1.253664056175432,,-1.462507093823926,mols/page_0007.png,5
126,CCC(CNC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],CCC(CNC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.9596423657706594,-0.7040415841050418,-0.8414126053214273,-0.6018740983046964,-1.3613146702785168,,-0.7854383276372185,mols/page_0007.png,6
127,CCOC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],CCOC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.678407953408093,-0.6697916519869574,-0.7500953488025537,-0.8613954338954164,-1.026399335655416,,-0.7774444748755969,mols/page_0007.png,7
128,CCC([N+](=O)[O-])([N+](=O)[O-])C(CC)([N+](=O)[O-])[N+](=O)[O-],CCC([N+](=O)[O-])([N+](=O)[O-])C(CC)([N+](=O)[O-])[N+](=O)[O-],1.7198833105991516,-0.693287218549384,-0.9543538505344472,-0.3122092601083317,-1.9600023569308462,,-0.8030092323727861,mols/page_0007.png,8
